coronal,sagittal,transversal
"(272, 58, 5)","(164, 60, 10)","(273, 170, 30)"
"(194, 236, 9)","(157, 234, 18)","(187, 162, 15)"
"(242, 80, 3)","(158, 86, 14)","(241, 159, 29)"
"(221, 91, 2)","(124, 120, 14)","(220, 139, 25)"
"(283, 136, 4)","(154, 141, 9)","(285, 162, 23)"
"(254, 85, 5)","(152, 87, 12)","(253, 160, 27)"
"(289, 142, 3)","(166, 146, 9)","(291, 150, 22)"
"(279, 168, 4)","(179, 171, 10)","(279, 160, 22)"
"(288, 94, 4)","(135, 94, 9)","(289, 141, 27)"
"(287, 149, 6)","(148, 146, 9)","(272, 119, 22)"
"(268, 100, 6)","(164, 98, 10)","(273, 153, 25)"
"(227, 211, 4)","(158, 219, 15)","(226, 172, 18)"
"(191, 106, 6)","(155, 114, 18)","(189, 183, 22)"
"(214, 103, 4)","(170, 106, 16)","(212, 169, 26)"
"(233, 127, 3)","(163, 133, 15)","(231, 163, 24)"
"(289, 119, 5)","(86, 122, 9)","(291, 172, 25)"
"(289, 88, 4)","(148, 109, 9)","(291, 174, 26)"
"(232, 101, 6)","(167, 100, 14)","(232, 149, 24)"
"(303, 164, 7)","(175, 163, 8)","(298, 155, 21)"
"(261, 82, 4)","(95, 92, 12)","(260, 119, 28)"
"(207, 79, 4)","(86, 81, 17)","(204, 156, 29)"
"(313, 144, 4)","(152, 154, 6)","(319, 156, 22)"
"(356, 185, 8)","(200, 186, 3)","(362, 198, 19)"
"(261, 102, 4)","(125, 120, 12)","(261, 142, 23)"
"(256, 108, 4)","(147, 115, 12)","(256, 156, 25)"
"(328, 110, 3)","(120, 113, 5)","(331, 112, 29)"
"(262, 148, 5)","(138, 145, 10)","(264, 130, 23)"
"(275, 59, 6)","(133, 58, 11)","(262, 165, 28)"
"(217, 130, 4)","(128, 137, 15)","(215, 146, 22)"
"(261, 118, 6)","(154, 121, 11)","(259, 150, 23)"
"(322, 52, 3)","(140, 35, 6)","(330, 155, 28)"
"(175, 120, 2)","(118, 112, 18)","(158, 114, 26)"
"(230, 80, 3)","(173, 86, 14)","(229, 169, 26)"
"(280, 95, 5)","(160, 101, 10)","(281, 148, 27)"
"(277, 96, 5)","(145, 100, 10)","(278, 185, 26)"
"(278, 148, 3)","(105, 154, 10)","(279, 136, 21)"
"(280, 143, 4)","(166, 139, 10)","(281, 172, 23)"
"(307, 122, 3)","(83, 120, 6)","(309, 134, 23)"
"(231, 84, 5)","(143, 92, 14)","(230, 141, 26)"
"(219, 67, 2)","(137, 75, 15)","(218, 145, 27)"
"(214, 106, 5)","(115, 116, 16)","(230, 111, 26)"
"(247, 129, 6)","(121, 124, 13)","(241, 127, 23)"
"(250, 83, 4)","(129, 81, 13)","(250, 122, 26)"
"(238, 85, 4)","(149, 75, 13)","(235, 160, 24)"
"(251, 139, 5)","(137, 146, 13)","(250, 180, 23)"
"(297, 103, 3)","(120, 103, 8)","(298, 149, 25)"
"(216, 121, 3)","(171, 126, 16)","(214, 155, 26)"
"(286, 124, 5)","(113, 121, 10)","(289, 121, 24)"
"(277, 88, 5)","(145, 70, 10)","(279, 168, 26)"
"(284, 147, 6)","(139, 146, 9)","(283, 169, 19)"
"(214, 84, 4)","(158, 92, 16)","(212, 170, 26)"
"(259, 132, 5)","(146, 139, 12)","(263, 165, 22)"
"(260, 79, 3)","(162, 84, 11)","(261, 160, 27)"
"(286, 115, 4)","(147, 121, 10)","(279, 151, 24)"
"(274, 110, 2)","(149, 110, 10)","(274, 145, 24)"
"(272, 96, 3)","(137, 96, 10)","(273, 167, 26)"
"(185, 44, 2)","(105, 43, 19)","(181, 155, 32)"
"(251, 127, 4)","(160, 130, 13)","(250, 172, 25)"
"(287, 149, 4)","(161, 154, 9)","(289, 167, 21)"
"(200, 136, 2)","(149, 138, 18)","(198, 149, 23)"
"(238, 149, 7)","(154, 156, 13)","(238, 162, 20)"
"(223, 110, 5)","(191, 112, 15)","(221, 181, 24)"
"(153, 137, 13)","(218, 132, 21)","(148, 231, 22)"
"(277, 170, 6)","(152, 177, 10)","(273, 153, 19)"
"(292, 144, 4)","(139, 151, 8)","(293, 152, 21)"
"(299, 159, 4)","(164, 140, 8)","(301, 172, 23)"
"(255, 113, 5)","(140, 137, 12)","(254, 130, 26)"
"(306, 126, 4)","(152, 127, 7)","(308, 168, 24)"
"(200, 127, 4)","(174, 140, 17)","(201, 168, 23)"
"(279, 166, 5)","(142, 165, 9)","(281, 140, 20)"
"(222, 186, 2)","(140, 191, 14)","(188, 180, 18)"
"(309, 117, 6)","(183, 125, 6)","(311, 177, 25)"
"(283, 116, 4)","(126, 133, 9)","(290, 151, 22)"
"(281, 158, 2)","(128, 161, 9)","(284, 130, 22)"
"(318, 120, 3)","(163, 123, 6)","(320, 151, 24)"
"(299, 152, 3)","(163, 156, 8)","(301, 174, 23)"
"(248, 151, 4)","(154, 156, 13)","(246, 99, 21)"
"(229, 185, 3)","(131, 187, 14)","(228, 124, 18)"
"(231, 128, 3)","(156, 116, 14)","(230, 126, 22)"
"(277, 157, 3)","(154, 166, 10)","(278, 164, 21)"
"(220, 127, 2)","(120, 123, 15)","(219, 121, 24)"
"(273, 161, 5)","(148, 161, 10)","(274, 149, 20)"
"(222, 170, 3)","(100, 174, 14)","(223, 118, 22)"
"(283, 154, 3)","(121, 167, 9)","(284, 142, 21)"
"(221, 163, 5)","(176, 168, 15)","(219, 151, 20)"
"(283, 156, 3)","(147, 140, 9)","(284, 162, 20)"
"(313, 170, 5)","(162, 165, 6)","(318, 173, 18)"
"(287, 101, 4)","(174, 101, 9)","(289, 170, 24)"
"(260, 128, 3)","(146, 132, 12)","(265, 140, 25)"
"(204, 238, 21)","(349, 234, 17)","(202, 347, 11)"
"(236, 234, 18)","(261, 231, 13)","(237, 270, 12)"
"(289, 202, 2)","(121, 210, 9)","(290, 136, 16)"
"(279, 125, 4)","(121, 126, 10)","(264, 158, 24)"
"(289, 121, 5)","(143, 134, 8)","(290, 166, 23)"
"(280, 106, 1)","(133, 106, 10)","(281, 147, 23)"
"(223, 74, 4)","(113, 84, 16)","(222, 164, 27)"
"(291, 172, 4)","(123, 174, 9)","(255, 111, 19)"
"(182, 163, 3)","(148, 167, 19)","(180, 137, 19)"
"(231, 142, 3)","(135, 154, 14)","(224, 149, 20)"
"(241, 79, 4)","(163, 82, 14)","(241, 174, 25)"
"(223, 120, 6)","(158, 130, 15)","(223, 179, 23)"
"(154, 162, 12)","(211, 157, 21)","(149, 231, 19)"
"(232, 101, 2)","(112, 108, 13)","(244, 130, 26)"
"(287, 180, 5)","(177, 191, 9)","(289, 185, 21)"
"(270, 151, 4)","(142, 157, 11)","(270, 152, 20)"
"(325, 88, 6)","(187, 74, 4)","(328, 182, 27)"
"(232, 120, 5)","(166, 122, 15)","(231, 162, 24)"
"(296, 108, 5)","(126, 88, 8)","(296, 129, 29)"
"(231, 161, 4)","(138, 161, 14)","(230, 145, 20)"
"(265, 132, 4)","(156, 141, 12)","(266, 168, 22)"
"(269, 170, 5)","(164, 168, 11)","(270, 168, 21)"
"(334, 109, 4)","(175, 137, 5)","(337, 175, 28)"
"(201, 117, 2)","(143, 106, 17)","(199, 154, 24)"
"(272, 147, 5)","(90, 147, 9)","(282, 134, 22)"
"(269, 151, 4)","(97, 153, 11)","(269, 166, 19)"
"(272, 142, 4)","(148, 150, 10)","(273, 157, 21)"
"(279, 157, 2)","(155, 147, 10)","(281, 145, 20)"
"(299, 73, 6)","(149, 81, 8)","(301, 199, 27)"
"(170, 116, 2)","(117, 94, 20)","(168, 146, 25)"
"(221, 120, 2)","(68, 119, 15)","(205, 140, 23)"
"(311, 149, 4)","(158, 151, 7)","(327, 162, 21)"
"(239, 170, 6)","(115, 192, 14)","(229, 139, 21)"
"(282, 124, 2)","(144, 131, 9)","(284, 145, 21)"
"(223, 130, 3)","(152, 133, 16)","(222, 160, 22)"
"(229, 125, 5)","(109, 128, 14)","(231, 173, 21)"
"(240, 159, 5)","(137, 161, 14)","(239, 168, 20)"
"(278, 133, 4)","(153, 143, 10)","(279, 168, 24)"
"(260, 133, 4)","(170, 134, 12)","(260, 166, 21)"
"(280, 149, 5)","(122, 152, 10)","(281, 162, 20)"
"(223, 131, 5)","(96, 140, 16)","(222, 152, 21)"
"(240, 155, 6)","(146, 159, 13)","(240, 147, 20)"
"(231, 139, 5)","(126, 143, 14)","(230, 157, 21)"
"(307, 178, 3)","(156, 163, 7)","(308, 164, 18)"
"(204, 147, 4)","(95, 141, 17)","(202, 182, 22)"
"(253, 180, 4)","(151, 179, 12)","(250, 150, 19)"
"(250, 132, 6)","(149, 133, 12)","(250, 172, 22)"
"(254, 161, 5)","(113, 162, 12)","(253, 122, 20)"
"(294, 106, 2)","(169, 106, 8)","(296, 145, 25)"
"(326, 52, 3)","(123, 60, 5)","(329, 117, 29)"
"(306, 154, 2)","(152, 143, 7)","(307, 140, 22)"
"(228, 162, 4)","(156, 154, 14)","(227, 164, 20)"
"(313, 162, 6)","(167, 145, 7)","(309, 163, 20)"
"(280, 97, 5)","(155, 108, 10)","(281, 194, 24)"
"(281, 145, 4)","(150, 161, 9)","(283, 144, 21)"
"(312, 145, 3)","(140, 150, 6)","(314, 153, 21)"
"(281, 180, 5)","(137, 183, 9)","(301, 137, 18)"
"(217, 151, 2)","(126, 155, 16)","(215, 144, 22)"
"(294, 88, 4)","(111, 91, 9)","(276, 145, 25)"
"(276, 171, 7)","(143, 166, 9)","(278, 135, 20)"
"(250, 96, 3)","(108, 103, 13)","(250, 159, 26)"
"(288, 158, 3)","(119, 165, 9)","(289, 155, 21)"
"(328, 197, 7)","(194, 197, 5)","(331, 191, 17)"
"(200, 101, 1)","(132, 103, 17)","(200, 131, 26)"
"(261, 214, 4)","(166, 215, 11)","(261, 167, 20)"
"(232, 155, 5)","(169, 165, 15)","(231, 177, 22)"
"(262, 164, 4)","(152, 163, 11)","(265, 139, 20)"
"(239, 94, 2)","(131, 103, 14)","(239, 144, 28)"
"(269, 111, 4)","(151, 115, 11)","(270, 129, 25)"
"(293, 138, 5)","(148, 137, 8)","(303, 177, 22)"
"(270, 115, 5)","(177, 125, 11)","(282, 179, 25)"
"(229, 146, 5)","(161, 152, 16)","(227, 178, 21)"
"(232, 80, 3)","(160, 86, 15)","(231, 148, 30)"
"(229, 142, 2)","(155, 147, 14)","(228, 130, 22)"
"(164, 125, 4)","(153, 124, 20)","(158, 149, 22)"
"(264, 180, 5)","(126, 181, 12)","(265, 182, 20)"
"(282, 151, 6)","(130, 159, 9)","(288, 169, 23)"
"(224, 128, 4)","(143, 134, 14)","(224, 169, 24)"
"(200, 87, 4)","(154, 96, 17)","(199, 172, 26)"
"(240, 161, 7)","(177, 161, 14)","(240, 197, 19)"
"(287, 23, 4)","(94, 50, 9)","(289, 170, 33)"
"(297, 142, 3)","(159, 145, 8)","(298, 156, 23)"
"(205, 214, 5)","(129, 206, 17)","(207, 123, 18)"
"(238, 68, 6)","(188, 70, 14)","(236, 200, 30)"
"(290, 76, 4)","(170, 79, 9)","(291, 169, 28)"
"(272, 83, 5)","(179, 86, 10)","(273, 172, 25)"
"(210, 127, 2)","(123, 133, 16)","(206, 133, 23)"
"(307, 137, 4)","(148, 141, 7)","(307, 171, 21)"
"(228, 88, 3)","(127, 95, 14)","(227, 129, 28)"
"(272, 143, 3)","(158, 146, 10)","(273, 150, 22)"
"(269, 101, 3)","(161, 106, 11)","(270, 155, 28)"
"(220, 140, 3)","(129, 140, 16)","(223, 120, 23)"
"(217, 157, 6)","(153, 156, 16)","(215, 163, 21)"
"(250, 157, 4)","(131, 171, 13)","(257, 144, 20)"
"(239, 161, 7)","(107, 172, 14)","(238, 163, 21)"
"(214, 130, 3)","(148, 136, 16)","(212, 148, 22)"
"(289, 105, 4)","(168, 107, 9)","(290, 166, 24)"
"(286, 163, 4)","(129, 163, 9)","(288, 124, 22)"
"(269, 116, 4)","(143, 105, 11)","(270, 161, 26)"
"(286, 108, 5)","(146, 111, 9)","(283, 147, 26)"
"(249, 274, 11)","(184, 249, 13)","(257, 249, 11)"
"(231, 80, 2)","(151, 83, 15)","(230, 142, 27)"
"(217, 131, 7)","(120, 143, 16)","(216, 148, 21)"
"(299, 132, 4)","(178, 138, 8)","(301, 177, 23)"
"(182, 115, 3)","(125, 111, 19)","(178, 119, 26)"
"(240, 139, 5)","(163, 138, 14)","(240, 171, 25)"
"(270, 131, 3)","(141, 127, 11)","(270, 161, 21)"
"(227, 126, 5)","(134, 131, 14)","(226, 110, 24)"
"(221, 131, 2)","(153, 136, 15)","(220, 126, 23)"
"(186, 136, 2)","(153, 144, 18)","(183, 151, 23)"
"(296, 100, 6)","(133, 105, 8)","(299, 167, 25)"
"(241, 104, 3)","(167, 108, 14)","(241, 164, 26)"
"(238, 153, 4)","(154, 158, 13)","(238, 156, 21)"
"(305, 145, 4)","(138, 136, 7)","(304, 155, 27)"
"(224, 118, 2)","(136, 126, 14)","(222, 148, 26)"
"(293, 136, 4)","(118, 118, 9)","(295, 162, 22)"
"(261, 152, 2)","(149, 153, 11)","(261, 128, 20)"
"(302, 171, 4)","(149, 171, 7)","(307, 148, 18)"
"(342, 122, 3)","(133, 129, 4)","(345, 147, 27)"
"(294, 110, 3)","(139, 117, 8)","(296, 126, 26)"
"(193, 129, 6)","(145, 130, 18)","(191, 183, 23)"
"(305, 124, 3)","(108, 128, 7)","(306, 143, 24)"
"(284, 79, 3)","(111, 78, 11)","(281, 147, 26)"
"(222, 109, 4)","(172, 111, 17)","(220, 178, 26)"
"(254, 192, 4)","(138, 189, 12)","(255, 133, 19)"
"(290, 69, 4)","(92, 91, 9)","(291, 178, 26)"
"(205, 119, 4)","(79, 132, 17)","(203, 118, 23)"
"(211, 139, 5)","(182, 141, 16)","(209, 174, 21)"
"(284, 62, 5)","(139, 62, 8)","(293, 166, 27)"
"(305, 114, 5)","(110, 118, 7)","(306, 154, 23)"
"(218, 119, 2)","(149, 125, 15)","(216, 144, 22)"
"(223, 142, 4)","(118, 152, 16)","(222, 164, 23)"
"(233, 147, 3)","(153, 152, 15)","(231, 162, 23)"
"(307, 121, 4)","(134, 122, 8)","(295, 124, 25)"
"(207, 65, 5)","(169, 71, 16)","(205, 167, 30)"
"(306, 49, 3)","(140, 56, 7)","(308, 152, 30)"
"(235, 120, 4)","(157, 127, 14)","(233, 163, 24)"
"(297, 160, 3)","(159, 170, 8)","(298, 156, 22)"
"(287, 162, 5)","(165, 166, 9)","(289, 175, 21)"
"(261, 95, 4)","(156, 101, 12)","(261, 167, 26)"
"(199, 116, 5)","(147, 113, 17)","(198, 146, 26)"
"(231, 125, 2)","(140, 135, 14)","(230, 148, 23)"
"(217, 165, 5)","(109, 166, 16)","(215, 149, 21)"
"(227, 156, 7)","(94, 156, 14)","(226, 174, 21)"
"(270, 82, 5)","(148, 94, 11)","(271, 184, 26)"
"(238, 122, 3)","(168, 121, 13)","(238, 159, 25)"
"(272, 101, 4)","(156, 103, 10)","(273, 159, 28)"
"(271, 80, 3)","(171, 77, 10)","(271, 154, 25)"
"(288, 162, 7)","(137, 167, 9)","(283, 159, 19)"
"(288, 128, 5)","(134, 133, 9)","(289, 186, 24)"
"(302, 124, 3)","(136, 118, 7)","(316, 127, 22)"
"(288, 82, 6)","(124, 83, 8)","(297, 163, 27)"
"(294, 144, 4)","(105, 157, 9)","(295, 150, 22)"
"(250, 109, 4)","(145, 124, 12)","(250, 157, 24)"
"(219, 89, 2)","(140, 94, 15)","(217, 147, 26)"
"(298, 133, 4)","(162, 141, 8)","(298, 155, 23)"
"(270, 66, 5)","(172, 66, 11)","(270, 182, 27)"
"(299, 128, 5)","(112, 142, 8)","(301, 136, 22)"
"(229, 97, 6)","(171, 104, 14)","(227, 205, 24)"
"(250, 98, 6)","(150, 102, 13)","(250, 185, 24)"
"(250, 97, 4)","(136, 104, 12)","(250, 133, 25)"
"(271, 96, 4)","(170, 98, 11)","(271, 177, 27)"
"(294, 205, 5)","(148, 195, 8)","(295, 173, 18)"
"(343, 180, 6)","(124, 170, 4)","(359, 124, 18)"
"(300, 107, 5)","(120, 117, 8)","(284, 124, 25)"
"(228, 170, 7)","(121, 174, 15)","(227, 128, 21)"
"(219, 156, 6)","(156, 136, 16)","(217, 156, 20)"
"(283, 117, 4)","(166, 120, 9)","(285, 168, 23)"
"(217, 41, 7)","(124, 56, 15)","(216, 155, 32)"
"(227, 97, 4)","(145, 103, 14)","(226, 132, 28)"
"(195, 146, 3)","(155, 151, 18)","(193, 158, 23)"
"(246, 166, 5)","(124, 175, 13)","(245, 133, 20)"
"(272, 116, 6)","(144, 126, 10)","(273, 171, 26)"
"(259, 118, 4)","(156, 114, 11)","(254, 141, 24)"
"(212, 116, 2)","(146, 124, 16)","(209, 145, 22)"
"(283, 124, 3)","(151, 128, 9)","(284, 161, 23)"
"(249, 141, 5)","(185, 149, 13)","(240, 158, 22)"
"(190, 126, 3)","(148, 149, 18)","(166, 122, 22)"
"(302, 63, 4)","(124, 72, 8)","(306, 148, 29)"
"(270, 76, 4)","(185, 83, 11)","(270, 169, 27)"
"(278, 108, 4)","(175, 113, 10)","(279, 165, 26)"
"(234, 74, 7)","(157, 65, 13)","(236, 164, 27)"
"(231, 157, 4)","(165, 164, 14)","(229, 167, 22)"
"(243, 112, 4)","(138, 100, 13)","(240, 139, 25)"
"(229, 124, 4)","(174, 129, 14)","(228, 164, 26)"
"(316, 111, 5)","(135, 112, 6)","(318, 157, 23)"
"(223, 147, 5)","(175, 150, 16)","(222, 160, 21)"
"(269, 89, 4)","(127, 89, 11)","(270, 152, 27)"
"(216, 86, 2)","(131, 88, 16)","(215, 145, 24)"
"(283, 104, 3)","(137, 90, 9)","(284, 146, 26)"
"(253, 52, 5)","(150, 53, 13)","(253, 164, 29)"
"(278, 155, 3)","(144, 150, 10)","(279, 143, 21)"
"(196, 63, 6)","(137, 75, 17)","(193, 176, 29)"
"(298, 129, 3)","(155, 135, 8)","(300, 158, 24)"
"(294, 124, 2)","(133, 125, 8)","(296, 152, 23)"
"(249, 110, 7)","(163, 112, 14)","(217, 166, 25)"
"(206, 164, 6)","(135, 167, 17)","(204, 134, 20)"
"(306, 82, 3)","(159, 86, 7)","(308, 160, 27)"
"(311, 89, 4)","(156, 80, 7)","(313, 167, 29)"
"(287, 151, 5)","(143, 141, 9)","(306, 151, 25)"
"(301, 31, 4)","(157, 69, 6)","(305, 147, 28)"
"(272, 55, 3)","(145, 61, 10)","(273, 137, 28)"
"(232, 119, 5)","(151, 104, 14)","(233, 156, 24)"
"(298, 158, 2)","(139, 147, 8)","(300, 155, 21)"
"(207, 103, 1)","(140, 106, 16)","(205, 122, 24)"
"(238, 124, 4)","(130, 133, 13)","(238, 133, 27)"
"(253, 119, 3)","(123, 111, 16)","(226, 159, 24)"
"(204, 156, 4)","(148, 163, 17)","(202, 164, 21)"
"(223, 102, 3)","(129, 110, 16)","(222, 148, 24)"
"(287, 139, 6)","(154, 119, 9)","(283, 161, 20)"
"(269, 126, 5)","(176, 130, 11)","(269, 168, 22)"
"(294, 106, 6)","(138, 105, 8)","(281, 125, 26)"
"(305, 133, 6)","(154, 141, 7)","(308, 174, 21)"
"(283, 94, 3)","(132, 97, 9)","(284, 155, 25)"
"(197, 139, 3)","(142, 139, 18)","(208, 129, 23)"
"(238, 122, 4)","(158, 126, 13)","(235, 155, 23)"
"(272, 142, 5)","(148, 150, 10)","(273, 157, 22)"
"(316, 111, 5)","(136, 115, 6)","(318, 178, 25)"
"(243, 171, 5)","(140, 153, 12)","(247, 156, 20)"
"(294, 94, 5)","(176, 100, 8)","(296, 167, 27)"
"(229, 172, 3)","(166, 154, 14)","(229, 161, 18)"
"(194, 151, 4)","(126, 151, 15)","(191, 119, 24)"
"(294, 129, 3)","(145, 138, 8)","(302, 145, 23)"
"(327, 170, 2)","(138, 170, 5)","(323, 128, 21)"
"(249, 151, 5)","(135, 149, 14)","(245, 141, 21)"
"(299, 121, 4)","(169, 123, 8)","(301, 172, 20)"
"(251, 216, 5)","(129, 217, 12)","(249, 170, 19)"
"(238, 172, 4)","(155, 174, 13)","(236, 133, 21)"
"(274, 172, 6)","(175, 177, 10)","(275, 170, 21)"
"(260, 161, 4)","(166, 167, 11)","(260, 172, 20)"
"(233, 135, 6)","(143, 138, 14)","(239, 142, 23)"
"(223, 154, 4)","(140, 164, 14)","(222, 138, 21)"
"(213, 183, 6)","(146, 179, 15)","(217, 171, 20)"
"(266, 142, 2)","(66, 124, 11)","(266, 148, 22)"
"(232, 138, 5)","(170, 143, 15)","(231, 179, 22)"
"(221, 149, 3)","(160, 150, 15)","(219, 166, 23)"
"(285, 145, 5)","(136, 146, 9)","(288, 143, 22)"
"(228, 70, 2)","(89, 67, 14)","(227, 113, 25)"
"(281, 173, 4)","(159, 179, 10)","(282, 160, 19)"
"(260, 164, 4)","(167, 169, 12)","(260, 168, 21)"
"(299, 158, 8)","(156, 169, 10)","(300, 151, 20)"
"(297, 133, 3)","(149, 139, 8)","(299, 147, 21)"
"(143, 284, 13)","(264, 279, 23)","(138, 274, 11)"
"(259, 138, 5)","(164, 142, 11)","(260, 157, 21)"
"(239, 139, 5)","(111, 139, 13)","(238, 157, 22)"
"(250, 143, 5)","(147, 149, 14)","(259, 153, 21)"
"(242, 250, 13)","(201, 253, 13)","(243, 246, 12)"
"(224, 248, 18)","(284, 245, 15)","(223, 302, 14)"
"(306, 154, 4)","(133, 150, 8)","(306, 168, 21)"
"(232, 201, 7)","(151, 204, 13)","(234, 175, 16)"
"(250, 135, 5)","(155, 133, 13)","(250, 183, 19)"
"(335, 278, 6)","(194, 277, 4)","(339, 178, 8)"
"(205, 83, 2)","(119, 91, 17)","(203, 111, 24)"
"(323, 169, 4)","(144, 154, 6)","(322, 166, 19)"
"(259, 86, 3)","(148, 88, 13)","(254, 154, 28)"
"(221, 135, 4)","(151, 139, 15)","(220, 158, 20)"
"(309, 144, 3)","(127, 149, 7)","(311, 150, 23)"
"(224, 122, 5)","(161, 117, 16)","(267, 146, 23)"
"(158, 137, 6)","(137, 141, 19)","(158, 152, 22)"
"(256, 81, 3)","(159, 89, 12)","(256, 149, 28)"
"(283, 172, 8)","(166, 172, 10)","(248, 153, 19)"
"(288, 144, 3)","(165, 148, 9)","(289, 154, 22)"
"(306, 128, 3)","(177, 130, 7)","(314, 175, 23)"
"(317, 127, 5)","(120, 135, 7)","(312, 132, 21)"
"(231, 156, 4)","(168, 158, 14)","(229, 161, 20)"
"(279, 167, 3)","(156, 178, 10)","(279, 157, 24)"
"(272, 186, 4)","(131, 184, 10)","(273, 117, 20)"
"(241, 135, 2)","(130, 132, 13)","(229, 138, 22)"
"(269, 163, 5)","(151, 162, 10)","(269, 168, 19)"
"(285, 164, 3)","(144, 156, 9)","(285, 144, 20)"
"(299, 129, 6)","(106, 138, 7)","(300, 121, 22)"
"(238, 141, 6)","(154, 150, 13)","(238, 169, 21)"
"(223, 148, 4)","(169, 148, 16)","(222, 164, 21)"
"(317, 167, 4)","(165, 182, 6)","(320, 156, 20)"
"(317, 117, 1)","(154, 123, 6)","(326, 142, 24)"
"(250, 155, 3)","(131, 156, 12)","(249, 163, 23)"
"(240, 114, 3)","(152, 120, 13)","(239, 151, 24)"
"(278, 171, 4)","(174, 174, 10)","(279, 171, 22)"
"(289, 158, 4)","(166, 159, 9)","(290, 170, 21)"
"(221, 138, 2)","(144, 142, 15)","(219, 147, 22)"
"(259, 175, 4)","(154, 159, 12)","(259, 162, 18)"
"(297, 135, 4)","(174, 136, 8)","(299, 171, 22)"
"(260, 159, 3)","(169, 160, 12)","(261, 150, 22)"
"(228, 152, 4)","(139, 150, 16)","(229, 131, 22)"
"(278, 171, 5)","(120, 173, 11)","(266, 163, 19)"
"(238, 161, 6)","(155, 167, 13)","(238, 170, 20)"
"(223, 144, 3)","(171, 145, 16)","(222, 152, 23)"
"(208, 164, 3)","(141, 164, 16)","(210, 147, 19)"
"(205, 163, 4)","(157, 168, 17)","(203, 136, 21)"
"(289, 148, 4)","(167, 150, 9)","(291, 170, 22)"
"(242, 149, 4)","(170, 156, 14)","(258, 158, 22)"
"(294, 147, 6)","(135, 149, 7)","(281, 107, 22)"
"(280, 142, 6)","(141, 143, 9)","(280, 157, 22)"
"(216, 110, 4)","(159, 111, 16)","(214, 154, 26)"
"(284, 146, 4)","(145, 151, 10)","(285, 169, 20)"
"(238, 149, 2)","(130, 157, 13)","(238, 129, 22)"
"(287, 163, 2)","(133, 163, 8)","(290, 130, 21)"
"(278, 151, 5)","(105, 185, 10)","(279, 173, 21)"
"(244, 174, 3)","(124, 172, 11)","(244, 118, 20)"
"(250, 154, 4)","(146, 162, 13)","(250, 146, 20)"
"(305, 145, 4)","(163, 150, 7)","(308, 153, 19)"
"(298, 155, 6)","(118, 164, 7)","(299, 167, 22)"
"(261, 128, 5)","(146, 128, 11)","(245, 145, 24)"
"(210, 116, 4)","(148, 120, 17)","(208, 142, 22)"
"(283, 149, 5)","(132, 147, 10)","(283, 160, 20)"
"(202, 154, 3)","(121, 153, 16)","(200, 148, 22)"
"(297, 146, 3)","(160, 149, 8)","(298, 151, 22)"
"(225, 158, 4)","(162, 153, 15)","(224, 155, 20)"
"(289, 159, 4)","(156, 166, 9)","(290, 135, 21)"
"(280, 171, 3)","(158, 176, 10)","(281, 154, 20)"
"(178, 162, 1)","(134, 136, 18)","(177, 140, 17)"
"(294, 162, 5)","(115, 162, 9)","(295, 102, 19)"
"(279, 80, 7)","(148, 82, 9)","(278, 202, 26)"
"(227, 82, 3)","(131, 87, 14)","(226, 155, 27)"
"(259, 173, 5)","(157, 161, 11)","(259, 155, 19)"
"(217, 111, 5)","(115, 112, 16)","(205, 112, 25)"
"(293, 137, 2)","(148, 137, 8)","(295, 153, 24)"
"(317, 183, 3)","(162, 188, 6)","(320, 158, 18)"
"(212, 68, 4)","(114, 73, 16)","(209, 124, 28)"
"(294, 157, 5)","(145, 161, 8)","(302, 142, 21)"
"(289, 115, 5)","(167, 119, 9)","(291, 160, 24)"
"(306, 101, 4)","(156, 107, 7)","(308, 163, 27)"
"(223, 159, 4)","(163, 161, 16)","(222, 159, 22)"
"(250, 172, 5)","(163, 174, 13)","(250, 175, 21)"
"(240, 114, 5)","(143, 117, 13)","(240, 126, 25)"
"(280, 142, 4)","(141, 141, 10)","(284, 157, 23)"
"(299, 121, 3)","(147, 125, 8)","(301, 160, 24)"
"(211, 119, 4)","(151, 118, 16)","(209, 155, 22)"
"(228, 132, 4)","(155, 142, 15)","(226, 170, 22)"
"(218, 150, 4)","(142, 154, 16)","(221, 135, 22)"
"(231, 144, 4)","(171, 147, 14)","(229, 169, 21)"
"(286, 123, 6)","(139, 123, 9)","(281, 175, 25)"
"(289, 121, 3)","(152, 128, 9)","(291, 156, 25)"
"(287, 63, 4)","(161, 75, 9)","(289, 160, 28)"
"(238, 141, 6)","(122, 142, 13)","(238, 173, 22)"
"(269, 168, 4)","(138, 153, 11)","(270, 159, 19)"
"(250, 98, 5)","(155, 122, 13)","(250, 173, 23)"
"(242, 124, 3)","(89, 131, 14)","(227, 122, 23)"
"(222, 137, 4)","(103, 128, 16)","(217, 137, 22)"
"(212, 161, 4)","(157, 167, 16)","(210, 141, 21)"
"(294, 168, 5)","(155, 168, 8)","(296, 131, 19)"
"(207, 145, 3)","(137, 151, 16)","(207, 148, 22)"
"(201, 109, 4)","(154, 116, 17)","(200, 177, 25)"
"(294, 121, 3)","(142, 127, 8)","(296, 151, 24)"
"(238, 112, 3)","(132, 119, 13)","(238, 125, 25)"
"(233, 116, 5)","(166, 124, 15)","(231, 174, 25)"
"(214, 151, 5)","(142, 153, 16)","(213, 122, 22)"
"(307, 129, 5)","(131, 134, 8)","(309, 124, 22)"
