coronal,sagittal,transversal
"(335, 265, 17)","(264, 264, 2)","(371, 263, 9)"
"(346, 251, 14)","(223, 267, 3)","(350, 272, 9)"
"(137, 253, 14)","(268, 253, 24)","(132, 271, 9)"
"(375, 254, 17)","(297, 250, 0)","(380, 295, 8)"
"(159, 270, 16)","(261, 271, 22)","(156, 233, 10)"
"(143, 278, 15)","(280, 269, 23)","(139, 289, 9)"
"(345, 261, 13)","(272, 261, 3)","(349, 270, 13)"
"(356, 257, 12)","(244, 259, 2)","(360, 259, 11)"
"(335, 251, 12)","(238, 252, 5)","(339, 245, 12)"
"(353, 265, 13)","(267, 265, 3)","(357, 271, 12)"
"(344, 296, 10)","(184, 320, 4)","(347, 218, 8)"
"(145, 312, 13)","(246, 306, 22)","(140, 266, 7)"
"(354, 312, 13)","(261, 309, 3)","(358, 259, 10)"
"(170, 264, 15)","(232, 262, 21)","(166, 246, 12)"
"(137, 257, 15)","(215, 256, 23)","(132, 238, 10)"
"(357, 285, 11)","(236, 277, 2)","(363, 237, 10)"
"(358, 269, 10)","(243, 270, 2)","(362, 233, 12)"
"(151, 262, 14)","(196, 262, 22)","(146, 272, 10)"
"(162, 289, 14)","(252, 279, 21)","(158, 264, 10)"
"(359, 275, 15)","(236, 270, 2)","(363, 279, 8)"
"(168, 265, 12)","(247, 266, 22)","(164, 260, 13)"
"(362, 259, 14)","(304, 259, 1)","(366, 280, 12)"
"(152, 262, 17)","(237, 261, 22)","(147, 290, 11)"
"(162, 257, 13)","(268, 257, 22)","(158, 266, 12)"
"(163, 278, 13)","(249, 263, 21)","(158, 243, 9)"
"(347, 283, 12)","(248, 281, 2)","(353, 246, 10)"
"(348, 255, 13)","(273, 254, 3)","(351, 270, 13)"
"(322, 299, 12)","(224, 297, 4)","(331, 231, 9)"
"(149, 299, 15)","(213, 304, 22)","(150, 254, 8)"
"(160, 262, 11)","(244, 264, 21)","(156, 243, 13)"
"(341, 264, 13)","(231, 258, 3)","(343, 228, 12)"
"(351, 267, 13)","(209, 260, 2)","(365, 222, 10)"
"(158, 290, 15)","(272, 291, 22)","(149, 236, 10)"
"(362, 289, 14)","(265, 292, 1)","(371, 276, 10)"
"(150, 275, 11)","(260, 276, 22)","(146, 250, 10)"
"(333, 289, 13)","(222, 292, 3)","(325, 213, 9)"
"(162, 264, 12)","(229, 267, 22)","(158, 245, 11)"
"(371, 270, 12)","(264, 271, 1)","(376, 248, 10)"
"(150, 284, 13)","(259, 305, 23)","(145, 263, 8)"
"(349, 273, 12)","(259, 275, 2)","(353, 256, 11)"
"(351, 292, 12)","(241, 309, 3)","(355, 251, 9)"
"(141, 258, 15)","(267, 263, 23)","(137, 288, 11)"
"(364, 271, 11)","(239, 271, 1)","(368, 235, 11)"
"(155, 265, 13)","(259, 261, 22)","(151, 244, 11)"
"(135, 292, 16)","(245, 285, 23)","(120, 252, 9)"
"(162, 278, 15)","(286, 270, 21)","(157, 283, 11)"
"(151, 249, 13)","(274, 249, 22)","(147, 268, 12)"
"(345, 272, 14)","(268, 271, 3)","(349, 268, 8)"
"(159, 285, 16)","(324, 278, 22)","(155, 300, 9)"
"(152, 254, 17)","(296, 252, 22)","(148, 303, 12)"
"(360, 267, 11)","(242, 257, 2)","(363, 241, 12)"
"(128, 256, 15)","(248, 253, 22)","(142, 243, 10)"
"(350, 286, 12)","(232, 270, 4)","(356, 245, 12)"
"(344, 292, 15)","(243, 276, 2)","(356, 235, 11)"
"(350, 265, 15)","(289, 261, 3)","(354, 263, 8)"
"(348, 282, 15)","(242, 281, 3)","(352, 224, 10)"
"(360, 272, 15)","(238, 272, 2)","(364, 257, 10)"
"(172, 270, 12)","(174, 270, 21)","(162, 224, 9)"
"(165, 260, 15)","(235, 260, 21)","(161, 249, 10)"
"(149, 263, 14)","(265, 257, 23)","(145, 278, 11)"
"(351, 261, 11)","(240, 262, 3)","(354, 240, 9)"
"(140, 264, 15)","(279, 263, 23)","(135, 281, 11)"
"(376, 253, 14)","(254, 251, 0)","(381, 270, 12)"
"(143, 255, 15)","(251, 271, 23)","(139, 283, 11)"
"(380, 268, 15)","(285, 267, -1)","(386, 266, 10)"
"(374, 275, 13)","(272, 275, 1)","(379, 269, 11)"
"(151, 291, 17)","(242, 291, 22)","(147, 246, 10)"
"(170, 276, 17)","(243, 277, 21)","(167, 237, 10)"
"(360, 265, 10)","(244, 266, 2)","(365, 237, 10)"
"(377, 285, 15)","(278, 272, 0)","(377, 271, 7)"
"(151, 276, 12)","(268, 276, 22)","(147, 248, 9)"
"(160, 289, 12)","(230, 289, 21)","(155, 243, 9)"
"(367, 303, 14)","(240, 308, 0)","(364, 259, 8)"
"(159, 282, 12)","(242, 283, 21)","(156, 230, 9)"
"(141, 272, 11)","(261, 272, 23)","(137, 242, 11)"
"(375, 250, 12)","(269, 238, 0)","(381, 271, 13)"
"(145, 248, 13)","(266, 247, 23)","(141, 265, 11)"
"(127, 249, 12)","(250, 257, 25)","(121, 261, 9)"
"(163, 264, 12)","(261, 265, 21)","(159, 255, 13)"
"(348, 258, 12)","(263, 258, 3)","(352, 254, 13)"
"(351, 257, 12)","(270, 255, 3)","(355, 261, 13)"
"(352, 240, 10)","(224, 237, 3)","(356, 225, 10)"
"(328, 288, 12)","(221, 291, 5)","(362, 229, 9)"
"(134, 293, 13)","(232, 282, 23)","(129, 239, 11)"
"(353, 216, 17)","(219, 217, 2)","(357, 228, 11)"
"(372, 260, 14)","(267, 246, 1)","(376, 266, 12)"
"(371, 265, 14)","(265, 266, 1)","(376, 276, 12)"
"(159, 282, 14)","(249, 288, 22)","(156, 251, 9)"
"(124, 261, 15)","(263, 255, 25)","(119, 256, 9)"
"(356, 266, 14)","(270, 265, 2)","(361, 263, 9)"
"(377, 266, 13)","(264, 266, 0)","(383, 252, 11)"
"(145, 272, 13)","(266, 263, 23)","(140, 260, 11)"
"(147, 307, 15)","(273, 274, 23)","(142, 286, 8)"
"(385, 247, 15)","(282, 246, -1)","(389, 287, 11)"
"(144, 266, 15)","(258, 265, 23)","(140, 282, 10)"
"(155, 262, 13)","(261, 262, 22)","(151, 258, 11)"
"(355, 311, 13)","(244, 308, 2)","(363, 240, 9)"
"(159, 261, 14)","(266, 260, 22)","(155, 272, 12)"
"(360, 270, 15)","(289, 264, 2)","(365, 284, 9)"
"(369, 279, 14)","(232, 279, 1)","(374, 279, 9)"
"(356, 259, 11)","(223, 261, 2)","(361, 238, 12)"
"(341, 260, 13)","(235, 254, 4)","(344, 259, 12)"
"(375, 277, 15)","(294, 277, 1)","(380, 284, 11)"
"(353, 279, 14)","(234, 277, 2)","(363, 279, 10)"
"(159, 244, 13)","(292, 240, 22)","(155, 270, 14)"
"(361, 274, 10)","(206, 253, 2)","(365, 227, 10)"
"(183, 255, 9)","(240, 242, 19)","(180, 219, 13)"
"(156, 280, 15)","(250, 276, 21)","(152, 247, 11)"
"(155, 284, 11)","(251, 284, 22)","(150, 250, 10)"
"(374, 281, 15)","(270, 268, 0)","(378, 254, 9)"
"(342, 265, 14)","(255, 266, 4)","(345, 277, 12)"
"(147, 295, 11)","(210, 295, 22)","(142, 208, 9)"
"(149, 247, 17)","(276, 245, 22)","(145, 263, 11)"
"(168, 255, 12)","(240, 255, 20)","(164, 246, 10)"
"(166, 278, 12)","(226, 278, 20)","(163, 250, 8)"
"(150, 272, 13)","(262, 272, 22)","(146, 232, 11)"
"(174, 285, 14)","(252, 285, 20)","(169, 268, 9)"
"(159, 260, 15)","(218, 256, 22)","(155, 244, 10)"
"(149, 263, 12)","(276, 262, 22)","(145, 262, 13)"
"(358, 265, 14)","(247, 256, 2)","(368, 266, 13)"
"(361, 291, 14)","(261, 279, 2)","(366, 257, 11)"
"(384, 282, 14)","(267, 280, 0)","(389, 256, 9)"
"(140, 270, 10)","(243, 272, 22)","(157, 233, 11)"
"(167, 283, 14)","(222, 276, 23)","(137, 229, 9)"
"(356, 256, 13)","(247, 249, 2)","(360, 260, 13)"
"(163, 280, 10)","(221, 299, 21)","(159, 234, 7)"
"(151, 291, 14)","(287, 291, 22)","(147, 271, 9)"
"(358, 267, 16)","(211, 264, 2)","(359, 257, 10)"
"(168, 260, 12)","(237, 265, 21)","(164, 250, 7)"
"(345, 279, 16)","(210, 278, 3)","(349, 259, 9)"
"(153, 266, 18)","(242, 266, 22)","(146, 278, 11)"
"(367, 258, 13)","(224, 257, 1)","(372, 255, 11)"
"(155, 257, 12)","(272, 257, 22)","(151, 259, 12)"
"(145, 280, 14)","(252, 285, 23)","(141, 272, 10)"
"(365, 277, 16)","(269, 275, 1)","(384, 277, 11)"
"(160, 273, 13)","(251, 273, 21)","(156, 261, 11)"
"(156, 255, 11)","(228, 232, 22)","(150, 188, 14)"
"(153, 265, 15)","(283, 260, 22)","(148, 289, 12)"
"(363, 277, 14)","(271, 275, 2)","(368, 259, 7)"
"(341, 274, 13)","(268, 271, 2)","(359, 266, 8)"
"(345, 268, 13)","(271, 253, 3)","(348, 263, 13)"
"(154, 279, 15)","(251, 282, 22)","(150, 267, 7)"
"(117, 283, 14)","(262, 257, 25)","(111, 265, 10)"
"(366, 260, 14)","(264, 259, 1)","(371, 251, 10)"
"(352, 289, 12)","(243, 290, 3)","(355, 250, 10)"
"(386, 279, 15)","(266, 271, -1)","(367, 286, 9)"
"(365, 268, 13)","(255, 268, 1)","(374, 263, 10)"
"(152, 239, 14)","(265, 238, 22)","(147, 271, 10)"
"(337, 267, 13)","(255, 266, 2)","(354, 237, 13)"
"(359, 269, 11)","(251, 269, 2)","(363, 245, 11)"
"(338, 274, 14)","(203, 275, 3)","(342, 255, 10)"
"(147, 252, 13)","(268, 249, 22)","(143, 270, 12)"
"(151, 257, 14)","(225, 258, 22)","(148, 276, 13)"
"(357, 262, 16)","(195, 261, 1)","(360, 234, 10)"
"(147, 261, 15)","(228, 261, 22)","(154, 258, 8)"
"(153, 263, 13)","(252, 263, 22)","(149, 256, 12)"
"(155, 273, 16)","(239, 268, 22)","(153, 280, 9)"
"(142, 279, 13)","(270, 278, 23)","(137, 262, 11)"
"(356, 254, 12)","(212, 256, 1)","(360, 247, 11)"
"(354, 270, 14)","(258, 270, 2)","(353, 259, 10)"
"(149, 270, 15)","(295, 269, 23)","(145, 276, 11)"
"(151, 259, 11)","(251, 261, 21)","(145, 244, 13)"
"(166, 263, 13)","(252, 264, 22)","(162, 263, 11)"
"(157, 252, 14)","(214, 256, 22)","(152, 277, 11)"
"(360, 280, 15)","(266, 280, 1)","(365, 281, 9)"
"(158, 247, 7)","(179, 251, 22)","(148, 229, 10)"
"(361, 259, 13)","(255, 260, 2)","(366, 262, 11)"
"(172, 277, 14)","(198, 276, 21)","(166, 255, 10)"
"(148, 262, 14)","(205, 261, 22)","(144, 260, 11)"
"(364, 280, 13)","(255, 280, 1)","(369, 232, 6)"
"(151, 292, 14)","(211, 290, 21)","(149, 243, 9)"
"(161, 271, 13)","(194, 275, 21)","(158, 229, 9)"
"(349, 273, 14)","(277, 269, 3)","(353, 269, 11)"
"(155, 265, 12)","(266, 265, 22)","(151, 261, 11)"
"(147, 271, 15)","(263, 273, 23)","(142, 284, 10)"
"(368, 284, 14)","(257, 276, 1)","(372, 288, 7)"
"(147, 269, 13)","(272, 269, 23)","(142, 267, 11)"
"(148, 269, 12)","(239, 268, 22)","(143, 220, 11)"
"(353, 279, 13)","(272, 279, 3)","(357, 269, 9)"
"(347, 273, 16)","(234, 281, 2)","(370, 270, 8)"
"(139, 271, 16)","(273, 269, 24)","(148, 281, 11)"
"(166, 305, 14)","(253, 306, 21)","(163, 270, 8)"
"(349, 267, 12)","(255, 267, 3)","(353, 241, 13)"
"(333, 265, 14)","(278, 264, 4)","(337, 281, 11)"
"(163, 258, 13)","(269, 257, 21)","(160, 244, 11)"
"(347, 273, 12)","(274, 264, 3)","(351, 265, 12)"
"(343, 265, 13)","(272, 261, 4)","(347, 268, 12)"
"(150, 284, 14)","(269, 282, 22)","(146, 278, 11)"
"(142, 264, 11)","(250, 273, 24)","(137, 245, 10)"
"(349, 259, 13)","(271, 260, 3)","(353, 272, 11)"
"(340, 281, 13)","(230, 273, 3)","(345, 265, 10)"
"(157, 260, 12)","(227, 258, 22)","(153, 252, 13)"
"(170, 272, 11)","(244, 268, 21)","(166, 243, 9)"
"(157, 263, 11)","(262, 264, 21)","(174, 255, 12)"
"(131, 260, 15)","(257, 260, 24)","(127, 248, 11)"
"(352, 263, 14)","(213, 260, 2)","(370, 235, 10)"
"(143, 286, 13)","(261, 285, 22)","(138, 229, 9)"
"(363, 290, 12)","(231, 290, 1)","(367, 256, 6)"
"(161, 291, 14)","(242, 291, 20)","(153, 256, 9)"
"(374, 299, 15)","(259, 304, 0)","(379, 277, 11)"
"(152, 250, 14)","(258, 246, 22)","(147, 259, 12)"
"(358, 278, 15)","(224, 280, 2)","(363, 232, 11)"
"(356, 275, 12)","(249, 276, 1)","(361, 245, 13)"
"(361, 280, 9)","(241, 281, 1)","(365, 226, 10)"
"(356, 277, 12)","(244, 269, 2)","(361, 248, 8)"
"(147, 254, 12)","(257, 256, 21)","(142, 256, 12)"
"(168, 283, 13)","(244, 284, 21)","(163, 249, 8)"
"(351, 276, 15)","(267, 276, 2)","(357, 268, 11)"
"(350, 256, 10)","(221, 258, 3)","(354, 228, 12)"
"(170, 273, 13)","(250, 276, 21)","(166, 254, 11)"
"(368, 251, 14)","(267, 241, 0)","(373, 271, 10)"
"(157, 269, 15)","(216, 268, 22)","(153, 248, 10)"
"(369, 273, 9)","(217, 291, 0)","(373, 212, 11)"
"(154, 279, 15)","(290, 261, 22)","(150, 300, 10)"
"(162, 268, 14)","(286, 268, 22)","(158, 278, 9)"
"(157, 255, 10)","(260, 259, 22)","(153, 242, 12)"
"(352, 281, 16)","(241, 279, 3)","(356, 264, 13)"
"(170, 275, 11)","(251, 276, 20)","(167, 261, 13)"
"(355, 291, 14)","(230, 292, 2)","(362, 240, 8)"
"(366, 291, 13)","(264, 261, 1)","(371, 268, 10)"
"(187, 262, 11)","(191, 261, 20)","(184, 250, 11)"
"(123, 278, 15)","(273, 293, 23)","(133, 258, 12)"
"(169, 276, 13)","(261, 276, 21)","(166, 260, 11)"
"(164, 269, 12)","(241, 266, 21)","(160, 236, 9)"
"(164, 272, 11)","(242, 272, 21)","(160, 251, 11)"
"(363, 285, 14)","(232, 281, 1)","(368, 244, 8)"
"(325, 265, 11)","(214, 263, 5)","(331, 213, 10)"
"(143, 255, 14)","(279, 255, 22)","(138, 252, 8)"
"(370, 270, 13)","(267, 271, 0)","(375, 271, 10)"
"(354, 272, 13)","(251, 275, 3)","(359, 270, 9)"
"(167, 270, 14)","(239, 268, 20)","(162, 239, 11)"
"(359, 282, 15)","(211, 282, 1)","(363, 272, 9)"
"(129, 279, 16)","(253, 276, 24)","(120, 270, 9)"
"(141, 286, 14)","(247, 286, 22)","(137, 257, 10)"
"(151, 273, 14)","(215, 272, 22)","(147, 277, 7)"
"(154, 284, 14)","(224, 289, 21)","(150, 275, 7)"
"(152, 273, 12)","(250, 273, 22)","(148, 246, 9)"
"(143, 282, 12)","(221, 283, 22)","(138, 223, 11)"
"(143, 281, 14)","(216, 279, 22)","(138, 255, 9)"
"(376, 270, 12)","(245, 263, 1)","(367, 228, 9)"
"(375, 260, 15)","(301, 253, 1)","(381, 304, 13)"
"(152, 266, 12)","(253, 266, 22)","(147, 257, 8)"
"(145, 269, 12)","(263, 265, 23)","(140, 263, 11)"
"(161, 287, 15)","(279, 280, 21)","(157, 287, 10)"
"(152, 297, 16)","(271, 297, 23)","(144, 294, 7)"
"(149, 265, 14)","(261, 264, 23)","(145, 279, 13)"
"(159, 276, 15)","(250, 276, 22)","(156, 240, 11)"
"(341, 266, 11)","(226, 268, 4)","(345, 232, 11)"
"(135, 289, 14)","(278, 288, 23)","(130, 259, 10)"
"(154, 266, 11)","(223, 271, 22)","(147, 233, 12)"
"(357, 259, 14)","(220, 264, 1)","(362, 272, 11)"
"(356, 276, 13)","(273, 266, 2)","(360, 262, 10)"
"(340, 269, 11)","(243, 269, 4)","(343, 236, 12)"
"(141, 282, 13)","(209, 284, 23)","(131, 226, 11)"
"(356, 294, 13)","(231, 280, 1)","(360, 263, 8)"
"(147, 261, 11)","(236, 255, 23)","(141, 237, 10)"
"(343, 290, 14)","(214, 290, 4)","(347, 242, 10)"
"(381, 290, 13)","(259, 302, -1)","(391, 268, 8)"
"(144, 260, 12)","(261, 260, 22)","(139, 246, 9)"
"(368, 274, 15)","(292, 274, 1)","(373, 285, 8)"
"(365, 273, 12)","(225, 260, 1)","(365, 209, 11)"
"(142, 274, 13)","(257, 274, 23)","(137, 261, 11)"
"(335, 273, 11)","(245, 274, 5)","(338, 243, 12)"
"(364, 277, 10)","(187, 269, 0)","(369, 239, 9)"
"(369, 257, 15)","(236, 255, 1)","(374, 228, 11)"
"(144, 285, 13)","(261, 272, 23)","(140, 258, 7)"
"(141, 289, 13)","(246, 265, 23)","(136, 263, 10)"
"(361, 281, 14)","(206, 265, 2)","(365, 258, 8)"
"(155, 280, 14)","(233, 279, 21)","(141, 223, 10)"
"(363, 271, 12)","(252, 271, 1)","(367, 260, 10)"
"(149, 261, 16)","(262, 256, 22)","(145, 292, 9)"
"(163, 234, 15)","(283, 231, 22)","(159, 287, 13)"
"(129, 263, 12)","(235, 266, 24)","(124, 251, 10)"
"(382, 269, 12)","(227, 259, 0)","(381, 261, 11)"
"(180, 258, 15)","(248, 252, 23)","(152, 240, 12)"
"(384, 259, 14)","(278, 259, -1)","(389, 279, 10)"
"(143, 275, 15)","(257, 273, 23)","(139, 245, 7)"
"(362, 266, 13)","(237, 265, 2)","(366, 236, 11)"
"(370, 272, 15)","(238, 275, 1)","(375, 294, 11)"
"(363, 294, 15)","(262, 338, 2)","(367, 280, 7)"
"(367, 274, 12)","(205, 274, 2)","(366, 238, 9)"
"(154, 300, 13)","(233, 274, 23)","(148, 248, 9)"
"(344, 268, 11)","(251, 269, 3)","(347, 249, 11)"
"(163, 287, 15)","(284, 268, 21)","(160, 293, 10)"
"(361, 281, 13)","(261, 281, 2)","(366, 256, 8)"
"(368, 279, 14)","(279, 278, 1)","(373, 278, 11)"
"(353, 283, 13)","(247, 290, 2)","(355, 255, 9)"
"(321, 278, 13)","(258, 255, 2)","(336, 244, 11)"
"(333, 275, 13)","(234, 271, 3)","(335, 249, 10)"
"(364, 259, 13)","(257, 259, 2)","(369, 256, 10)"
"(153, 265, 11)","(243, 266, 22)","(148, 247, 12)"
"(140, 275, 12)","(264, 275, 24)","(135, 255, 12)"
"(157, 275, 12)","(262, 275, 22)","(153, 251, 11)"
"(147, 283, 12)","(249, 281, 22)","(142, 261, 10)"
"(142, 275, 13)","(272, 275, 23)","(137, 266, 10)"
"(357, 278, 13)","(251, 278, 2)","(361, 260, 9)"
"(137, 291, 15)","(255, 290, 24)","(134, 262, 8)"
"(364, 270, 15)","(276, 268, 1)","(369, 283, 9)"
"(369, 265, 13)","(248, 260, 2)","(369, 252, 13)"
"(339, 257, 14)","(253, 257, 4)","(343, 280, 13)"
"(145, 267, 12)","(248, 268, 22)","(140, 251, 9)"
"(149, 257, 14)","(227, 281, 22)","(144, 238, 10)"
"(359, 267, 16)","(234, 266, 1)","(373, 221, 11)"
"(175, 257, 15)","(284, 257, 20)","(171, 285, 12)"
"(173, 279, 13)","(265, 280, 20)","(169, 272, 11)"
"(385, 257, 12)","(268, 257, -1)","(374, 260, 10)"
"(147, 262, 13)","(248, 266, 23)","(143, 256, 8)"
"(160, 255, 13)","(268, 272, 21)","(156, 269, 12)"
"(171, 275, 15)","(284, 274, 20)","(167, 271, 11)"
"(334, 261, 12)","(250, 261, 4)","(338, 237, 11)"
"(359, 261, 10)","(240, 263, 2)","(363, 237, 11)"
"(368, 257, 17)","(274, 256, 2)","(368, 294, 10)"
"(160, 270, 13)","(276, 269, 22)","(156, 270, 12)"
"(350, 266, 16)","(287, 263, 3)","(354, 305, 9)"
"(364, 260, 17)","(254, 260, 1)","(369, 279, 9)"
"(370, 268, 13)","(268, 256, 1)","(374, 276, 9)"
"(358, 259, 14)","(267, 271, 2)","(363, 262, 9)"
"(130, 277, 14)","(251, 278, 24)","(125, 245, 10)"
"(383, 271, 12)","(247, 264, 0)","(388, 257, 9)"
"(386, 280, 12)","(252, 278, 0)","(386, 235, 10)"
"(363, 269, 12)","(247, 264, 1)","(368, 242, 10)"
"(351, 272, 10)","(230, 271, 3)","(355, 223, 15)"
"(138, 259, 14)","(271, 259, 23)","(133, 257, 10)"
"(151, 277, 16)","(262, 269, 23)","(147, 301, 11)"
"(365, 301, 14)","(249, 301, 1)","(372, 253, 9)"
"(356, 256, 16)","(233, 256, 2)","(360, 250, 11)"
"(366, 260, 15)","(254, 257, 1)","(370, 293, 11)"
"(349, 293, 15)","(268, 281, 2)","(356, 273, 7)"
"(352, 282, 11)","(255, 282, 2)","(354, 231, 9)"
"(352, 284, 15)","(235, 280, 1)","(365, 250, 8)"
"(143, 280, 13)","(236, 245, 23)","(138, 255, 9)"
"(368, 280, 14)","(270, 260, 0)","(376, 278, 8)"
"(138, 259, 17)","(248, 260, 24)","(132, 290, 10)"
"(164, 268, 13)","(239, 254, 22)","(156, 201, 12)"
"(148, 281, 16)","(257, 280, 21)","(143, 292, 9)"
"(140, 272, 16)","(241, 268, 23)","(127, 280, 10)"
"(167, 254, 12)","(276, 255, 21)","(164, 270, 13)"
"(153, 252, 12)","(227, 240, 22)","(148, 232, 14)"
"(127, 274, 15)","(241, 263, 23)","(120, 262, 8)"
"(369, 272, 14)","(237, 272, 1)","(347, 192, 11)"
"(337, 276, 14)","(203, 258, 4)","(340, 251, 8)"
"(376, 259, 15)","(277, 258, 0)","(381, 278, 11)"
"(137, 278, 16)","(244, 277, 23)","(134, 270, 9)"
"(153, 251, 14)","(250, 248, 22)","(148, 247, 10)"
"(187, 268, 14)","(278, 269, 19)","(184, 272, 11)"
"(167, 287, 14)","(281, 285, 20)","(163, 275, 11)"
"(370, 273, 16)","(229, 269, 0)","(369, 269, 10)"
"(145, 268, 14)","(283, 266, 23)","(141, 270, 10)"
"(348, 270, 14)","(280, 270, 3)","(352, 281, 10)"
"(172, 280, 13)","(267, 280, 21)","(169, 270, 9)"
"(143, 273, 14)","(271, 276, 23)","(135, 279, 9)"
"(353, 289, 14)","(258, 296, 2)","(370, 246, 9)"
"(348, 299, 13)","(206, 298, 3)","(360, 224, 9)"
"(350, 280, 14)","(275, 280, 3)","(353, 249, 9)"
"(360, 268, 13)","(264, 267, 2)","(365, 257, 13)"
"(355, 271, 14)","(290, 270, 2)","(359, 281, 11)"
"(361, 272, 14)","(229, 270, 1)","(365, 231, 10)"
"(135, 273, 13)","(221, 274, 23)","(137, 232, 9)"
"(348, 271, 12)","(244, 269, 2)","(353, 243, 11)"
"(159, 280, 13)","(295, 278, 22)","(155, 245, 8)"
"(358, 273, 11)","(251, 273, 2)","(363, 248, 10)"
"(154, 301, 17)","(263, 299, 22)","(148, 272, 10)"
"(128, 286, 14)","(258, 285, 25)","(124, 272, 9)"
"(365, 278, 15)","(273, 291, 1)","(370, 263, 10)"
"(363, 276, 16)","(281, 272, 1)","(367, 276, 8)"
"(382, 292, 17)","(295, 283, -1)","(388, 307, 9)"
"(345, 255, 11)","(236, 255, 3)","(349, 242, 11)"
"(158, 256, 12)","(240, 257, 21)","(154, 242, 10)"
"(119, 249, 15)","(286, 247, 25)","(113, 275, 8)"
"(155, 289, 14)","(256, 276, 22)","(150, 266, 9)"
"(165, 274, 16)","(245, 251, 23)","(162, 268, 10)"
"(138, 300, 16)","(260, 302, 23)","(129, 284, 6)"
"(348, 260, 13)","(272, 260, 3)","(352, 266, 10)"
"(348, 307, 18)","(257, 306, 3)","(345, 226, 9)"
"(367, 278, 13)","(281, 278, 1)","(372, 251, 10)"
"(344, 288, 14)","(259, 275, 3)","(347, 277, 9)"
"(345, 284, 12)","(242, 280, 2)","(348, 233, 8)"
"(338, 317, 12)","(187, 313, 3)","(341, 228, 8)"
"(139, 292, 15)","(281, 267, 23)","(133, 269, 8)"
"(162, 265, 11)","(249, 276, 21)","(156, 248, 10)"
"(152, 268, 14)","(276, 268, 22)","(148, 265, 9)"
"(151, 281, 12)","(270, 280, 21)","(145, 256, 12)"
"(349, 280, 14)","(234, 279, 1)","(368, 262, 9)"
"(144, 275, 12)","(243, 246, 23)","(140, 263, 8)"
"(147, 274, 14)","(294, 266, 22)","(143, 294, 11)"
"(362, 303, 14)","(233, 303, 1)","(367, 285, 8)"
"(375, 239, 16)","(277, 233, 0)","(381, 288, 9)"
"(161, 265, 10)","(269, 266, 21)","(156, 210, 12)"
"(338, 280, 12)","(251, 272, 4)","(342, 229, 8)"
"(165, 272, 13)","(242, 275, 20)","(161, 261, 11)"
"(368, 250, 14)","(265, 249, 1)","(373, 273, 13)"
"(341, 256, 12)","(214, 254, 4)","(346, 214, 11)"
"(353, 286, 14)","(251, 286, 2)","(355, 248, 8)"
"(379, 295, 12)","(247, 294, 0)","(381, 244, 10)"
"(160, 284, 13)","(273, 278, 21)","(156, 264, 11)"
"(141, 274, 15)","(240, 272, 23)","(134, 244, 9)"
"(133, 272, 15)","(264, 256, 23)","(139, 272, 12)"
"(378, 296, 17)","(262, 292, 1)","(375, 280, 9)"
"(361, 290, 15)","(260, 287, 1)","(378, 277, 9)"
"(370, 273, 15)","(246, 270, 1)","(375, 262, 11)"
"(372, 277, 13)","(255, 269, 0)","(377, 248, 10)"
"(155, 269, 13)","(227, 270, 22)","(146, 255, 9)"
"(136, 274, 15)","(229, 271, 24)","(125, 251, 10)"
"(137, 292, 13)","(237, 288, 23)","(131, 249, 10)"
"(340, 280, 14)","(240, 270, 1)","(356, 250, 10)"
"(370, 265, 14)","(258, 266, 0)","(374, 271, 10)"
"(344, 290, 15)","(263, 282, 0)","(365, 260, 11)"
"(129, 258, 15)","(252, 258, 25)","(123, 264, 10)"
"(343, 294, 14)","(266, 294, 3)","(389, 224, 8)"
"(357, 291, 11)","(248, 291, 2)","(362, 218, 10)"
"(361, 269, 16)","(256, 264, 1)","(366, 278, 11)"
"(173, 290, 16)","(248, 287, 21)","(149, 289, 9)"
"(378, 226, 14)","(239, 231, 0)","(378, 219, 13)"
"(152, 270, 14)","(276, 270, 22)","(148, 273, 13)"
"(353, 257, 14)","(215, 255, 2)","(353, 269, 10)"
"(368, 253, 13)","(248, 254, 1)","(373, 257, 11)"
"(126, 251, 15)","(273, 249, 24)","(121, 278, 10)"
"(363, 289, 14)","(252, 269, 2)","(366, 258, 8)"
"(355, 283, 15)","(258, 286, 3)","(369, 243, 10)"
"(150, 296, 14)","(232, 295, 22)","(138, 225, 12)"
"(140, 254, 12)","(253, 255, 21)","(132, 259, 10)"
"(349, 300, 14)","(232, 300, 2)","(354, 250, 9)"
"(353, 268, 14)","(276, 267, 2)","(358, 265, 13)"
"(149, 272, 12)","(250, 271, 21)","(144, 240, 11)"
"(157, 288, 14)","(249, 289, 21)","(154, 246, 8)"
"(182, 270, 13)","(255, 270, 19)","(179, 254, 9)"
"(147, 279, 13)","(246, 267, 22)","(154, 245, 11)"
"(359, 296, 14)","(247, 331, 1)","(359, 251, 6)"
"(352, 278, 14)","(237, 274, 2)","(372, 248, 8)"
"(364, 256, 12)","(262, 256, 1)","(368, 227, 10)"
"(374, 273, 13)","(251, 274, 0)","(372, 241, 12)"
"(376, 283, 13)","(267, 282, 0)","(382, 271, 11)"
"(344, 266, 12)","(225, 266, 3)","(350, 239, 9)"
"(141, 263, 14)","(235, 260, 23)","(139, 252, 8)"
"(352, 262, 11)","(216, 264, 3)","(355, 221, 12)"
"(149, 302, 12)","(217, 304, 22)","(145, 217, 9)"
"(154, 257, 13)","(261, 257, 22)","(150, 261, 12)"
