coronal,sagittal,transversal
"(228, 168, -2)","(70, 218, 15)","(227, 78, 19)"
"(202, 137, 2)","(107, 157, 17)","(200, 140, 22)"
"(302, 162, 0)","(122, 173, 8)","(303, 122, 21)"
"(224, 186, 2)","(130, 191, 15)","(224, 118, 18)"
"(232, 146, -2)","(109, 162, 15)","(231, 102, 18)"
"(296, 141, 0)","(118, 145, 8)","(297, 126, 21)"
"(298, 171, 3)","(150, 180, 8)","(300, 136, 18)"
"(313, 138, -1)","(121, 145, 6)","(315, 120, 21)"
"(294, 184, 1)","(135, 197, 9)","(296, 129, 20)"
"(302, 173, -1)","(108, 168, 6)","(303, 103, 14)"
"(281, 191, 1)","(101, 195, 10)","(302, 103, 17)"
"(299, 176, -1)","(103, 158, 9)","(292, 95, 20)"
"(323, 184, 2)","(132, 193, 5)","(326, 129, 17)"
"(242, 189, 0)","(96, 196, 14)","(242, 108, 18)"
"(289, 167, 0)","(91, 168, 8)","(290, 90, 19)"
"(295, 185, -2)","(107, 191, 8)","(297, 96, 19)"
"(302, 164, 3)","(160, 162, 7)","(304, 163, 21)"
"(214, 177, 3)","(103, 184, 16)","(212, 158, 20)"
"(184, 184, -1)","(117, 182, 19)","(180, 110, 18)"
"(218, 177, 0)","(94, 183, 15)","(212, 92, 19)"
"(273, 163, 0)","(133, 168, 11)","(274, 131, 20)"
"(261, 171, 3)","(87, 168, 12)","(261, 151, 18)"
"(227, 136, 0)","(117, 141, 15)","(226, 113, 19)"
"(228, 130, 1)","(77, 128, 16)","(221, 86, 22)"
"(226, 191, 1)","(127, 195, 15)","(222, 131, 17)"
"(229, 163, 0)","(127, 165, 15)","(227, 126, 20)"
"(222, 155, 3)","(99, 158, 13)","(223, 88, 21)"
"(228, 186, 4)","(120, 188, 14)","(226, 118, 18)"
"(279, 167, 2)","(104, 183, 10)","(280, 141, 20)"
"(245, 163, 4)","(143, 168, 15)","(240, 154, 21)"
"(293, 169, 1)","(143, 197, 8)","(295, 131, 20)"
"(276, 132, 1)","(120, 143, 10)","(278, 122, 20)"
"(308, 138, 1)","(120, 147, 7)","(310, 133, 18)"
"(274, 178, 3)","(123, 176, 9)","(275, 128, 19)"
"(292, 171, 1)","(104, 156, 8)","(294, 128, 19)"
"(288, 206, 3)","(112, 216, 8)","(282, 131, 17)"
"(215, 179, 2)","(93, 182, 16)","(214, 117, 18)"
"(190, 150, 3)","(124, 155, 18)","(188, 105, 19)"
"(209, 208, 0)","(86, 188, 17)","(203, 85, 17)"
"(274, 145, 0)","(117, 149, 11)","(247, 105, 20)"
"(221, 188, -2)","(74, 192, 15)","(216, 87, 19)"
"(332, 168, -1)","(123, 168, 3)","(335, 117, 20)"
"(207, 158, 1)","(128, 160, 16)","(205, 121, 20)"
"(224, 156, 0)","(86, 169, 15)","(223, 115, 19)"
"(290, 172, 1)","(124, 175, 9)","(291, 115, 19)"
"(302, 198, 2)","(109, 198, 7)","(305, 111, 17)"
"(259, 208, -7)","(55, 222, 11)","(260, 21, 17)"
"(245, 219, 3)","(121, 191, 15)","(244, 126, 17)"
"(218, 219, 1)","(156, 214, 16)","(216, 127, 16)"
"(207, 147, 4)","(93, 153, 17)","(205, 124, 20)"
"(301, 181, 1)","(107, 181, 8)","(311, 126, 21)"
"(295, 196, -2)","(119, 199, 8)","(297, 117, 19)"
"(210, 124, 0)","(80, 122, 16)","(208, 97, 21)"
"(227, 105, 1)","(133, 101, 15)","(226, 125, 21)"
"(229, 134, -1)","(91, 166, 14)","(227, 114, 20)"
"(285, 162, -1)","(119, 167, 8)","(286, 114, 21)"
"(270, 129, 1)","(108, 134, 11)","(270, 128, 23)"
"(243, 148, 3)","(99, 150, 13)","(242, 112, 20)"
"(206, 127, 1)","(133, 129, 17)","(204, 114, 21)"
"(211, 181, 0)","(130, 188, 17)","(209, 113, 24)"
"(317, 139, -1)","(98, 152, 6)","(320, 113, 21)"
"(278, 176, 1)","(56, 181, 9)","(279, 104, 18)"
"(231, 187, 3)","(84, 187, 14)","(228, 116, 18)"
"(299, 112, 0)","(103, 115, 8)","(301, 104, 23)"
"(233, 132, 3)","(119, 138, 15)","(231, 158, 22)"
"(214, 181, -2)","(121, 184, 16)","(213, 105, 19)"
"(201, 159, 1)","(105, 170, 17)","(202, 98, 19)"
"(309, 183, 1)","(106, 200, 7)","(311, 131, 19)"
"(220, 185, 2)","(136, 183, 16)","(218, 135, 20)"
"(197, 155, 0)","(103, 147, 18)","(190, 109, 20)"
"(288, 126, 1)","(122, 135, 9)","(289, 116, 21)"
"(317, 141, 1)","(86, 151, 6)","(319, 100, 21)"
"(222, 183, -1)","(79, 175, 16)","(216, 100, 19)"
"(200, 158, 1)","(90, 168, 18)","(197, 132, 21)"
"(187, 203, 0)","(114, 200, 19)","(184, 121, 16)"
"(241, 169, 1)","(71, 191, 13)","(233, 102, 19)"
"(287, 129, 0)","(89, 140, 9)","(289, 116, 21)"
"(286, 157, -2)","(103, 141, 8)","(290, 102, 18)"
"(290, 150, 1)","(80, 135, 8)","(291, 123, 22)"
"(284, 156, -1)","(87, 154, 9)","(285, 96, 21)"
"(305, 147, -1)","(73, 164, 7)","(304, 98, 21)"
"(209, 165, 1)","(117, 165, 17)","(186, 130, 19)"
"(304, 156, 0)","(120, 175, 8)","(306, 127, 22)"
"(199, 145, -1)","(116, 148, 18)","(197, 110, 19)"
"(214, 175, 1)","(134, 180, 16)","(213, 142, 21)"
"(302, 150, 1)","(29, 161, 6)","(304, 69, 20)"
"(210, 142, 3)","(113, 153, 16)","(208, 151, 18)"
"(280, 175, 0)","(102, 193, 9)","(282, 112, 20)"
"(230, 191, 0)","(130, 201, 14)","(230, 123, 19)"
"(301, 216, 1)","(129, 208, 7)","(303, 126, 17)"
"(212, 136, 1)","(122, 137, 16)","(210, 123, 20)"
"(307, 170, -1)","(126, 175, 7)","(309, 106, 20)"
"(243, 164, 1)","(140, 163, 13)","(242, 94, 20)"
"(233, 160, 1)","(114, 177, 15)","(232, 130, 20)"
"(225, 138, 1)","(108, 165, 15)","(224, 111, 21)"
"(222, 154, 2)","(109, 163, 16)","(220, 150, 21)"
"(1, 240, 0)","(75, 236, 12)","(233, 82, 20)"
"(206, 182, 3)","(83, 192, 17)","(205, 118, 17)"
"(286, 171, 0)","(111, 183, 9)","(288, 113, 19)"
"(282, 149, 0)","(104, 163, 10)","(276, 102, 22)"
"(260, 163, 0)","(102, 161, 11)","(259, 127, 17)"
"(217, 173, 1)","(121, 179, 15)","(216, 108, 19)"
"(285, 161, -1)","(118, 170, 9)","(287, 113, 21)"
"(193, 178, -2)","(93, 169, 18)","(194, 103, 19)"
"(253, 153, 1)","(108, 153, 13)","(255, 122, 18)"
"(303, 173, 0)","(99, 174, 7)","(305, 108, 19)"
"(288, 189, 0)","(126, 195, 9)","(289, 114, 20)"
"(190, 135, 0)","(124, 136, 18)","(185, 131, 22)"
"(310, 176, 1)","(136, 178, 7)","(313, 132, 20)"
"(222, 169, -2)","(86, 185, 15)","(221, 99, 21)"
"(213, 198, 2)","(92, 197, 17)","(207, 115, 16)"
"(291, 175, 1)","(116, 181, 9)","(292, 149, 19)"
"(225, 132, -2)","(101, 158, 15)","(223, 106, 22)"
"(306, 137, 0)","(100, 149, 7)","(309, 112, 20)"
"(229, 142, 0)","(108, 153, 15)","(228, 116, 21)"
"(205, 183, 0)","(95, 166, 16)","(217, 82, 19)"
"(203, 187, 0)","(103, 192, 16)","(216, 95, 19)"
"(291, 163, -2)","(114, 168, 9)","(293, 111, 20)"
"(224, 161, 3)","(151, 161, 16)","(222, 135, 20)"
"(218, 189, 0)","(133, 195, 16)","(216, 111, 19)"
"(215, 157, 3)","(67, 163, 17)","(213, 112, 20)"
"(220, 169, -2)","(104, 180, 15)","(219, 94, 17)"
"(308, 124, 0)","(114, 124, 7)","(310, 95, 21)"
"(239, 151, 0)","(58, 156, 17)","(244, 98, 21)"
"(294, 155, -1)","(56, 167, 9)","(296, 102, 21)"
"(211, 220, 3)","(135, 227, 16)","(210, 137, 17)"
"(333, 154, 2)","(131, 155, 4)","(337, 141, 19)"
"(196, 155, 0)","(62, 169, 18)","(193, 124, 19)"
"(204, 163, 1)","(135, 171, 15)","(204, 135, 20)"
"(300, 140, 0)","(132, 145, 8)","(302, 133, 22)"
"(240, 125, 0)","(50, 139, 14)","(239, 92, 22)"
"(271, 178, 1)","(120, 188, 10)","(272, 118, 21)"
"(284, 172, 1)","(53, 155, 8)","(279, 102, 17)"
"(221, 150, 1)","(62, 158, 16)","(219, 100, 21)"
"(302, 138, -1)","(50, 144, 7)","(304, 102, 21)"
"(220, 183, 1)","(130, 187, 16)","(218, 63, 18)"
"(271, 183, 1)","(153, 186, 9)","(264, 111, 19)"
"(251, 171, -2)","(113, 177, 13)","(250, 102, 18)"
"(204, 164, 0)","(142, 180, 17)","(202, 128, 20)"
"(296, 207, 2)","(91, 213, 8)","(297, 113, 19)"
"(280, 190, 0)","(81, 196, 9)","(284, 89, 17)"
"(273, 140, 2)","(113, 152, 10)","(274, 127, 20)"
"(204, 166, 0)","(99, 171, 17)","(202, 129, 21)"
"(220, 182, 1)","(87, 182, 17)","(218, 144, 18)"
"(227, 169, -3)","(75, 181, 14)","(226, 75, 21)"
"(212, 178, 1)","(139, 178, 17)","(211, 136, 20)"
"(236, 170, 2)","(105, 175, 14)","(235, 122, 19)"
"(251, 151, -2)","(103, 163, 12)","(251, 83, 18)"
"(280, 171, 0)","(45, 179, 10)","(282, 71, 20)"
"(291, 154, -2)","(110, 160, 8)","(293, 109, 20)"
"(199, 137, 4)","(129, 136, 17)","(207, 148, 19)"
"(219, 141, 2)","(119, 144, 15)","(220, 128, 19)"
"(198, 188, 0)","(78, 184, 17)","(192, 91, 17)"
"(226, 178, 1)","(88, 183, 15)","(223, 87, 20)"
"(259, 166, 1)","(127, 169, 12)","(258, 144, 20)"
"(232, 185, 3)","(125, 184, 16)","(231, 161, 18)"
"(309, 134, 0)","(92, 146, 6)","(312, 75, 20)"
"(261, 170, 0)","(91, 167, 12)","(260, 87, 19)"
"(298, 155, 1)","(124, 160, 8)","(300, 125, 19)"
"(203, 174, -1)","(110, 182, 17)","(200, 116, 17)"
"(219, 200, 1)","(128, 206, 15)","(217, 113, 17)"
"(243, 175, -1)","(112, 188, 16)","(248, 98, 20)"
"(225, 171, -2)","(104, 175, 15)","(222, 103, 21)"
"(266, 89, -2)","(108, 102, 10)","(267, 99, 23)"
"(224, 152, 1)","(113, 145, 15)","(223, 136, 20)"
"(216, 145, 0)","(89, 164, 16)","(220, 119, 21)"
"(302, 161, 1)","(98, 166, 8)","(304, 117, 21)"
"(298, 144, -2)","(97, 147, 8)","(300, 115, 20)"
"(293, 150, -1)","(97, 159, 9)","(292, 104, 20)"
"(306, 148, -1)","(100, 153, 7)","(308, 93, 22)"
"(206, 135, -2)","(112, 141, 16)","(204, 95, 20)"
"(276, 201, 1)","(130, 208, 10)","(276, 132, 19)"
"(293, 165, -2)","(102, 177, 8)","(294, 102, 20)"
"(232, 144, 1)","(130, 154, 14)","(231, 121, 20)"
"(308, 182, 2)","(79, 172, 7)","(310, 131, 17)"
"(289, 162, 0)","(119, 175, 7)","(290, 113, 20)"
"(237, 174, -2)","(89, 188, 14)","(228, 83, 22)"
"(235, 135, -2)","(114, 143, 14)","(228, 110, 20)"
"(237, 210, 0)","(66, 211, 14)","(236, 93, 20)"
"(289, 161, 1)","(100, 160, 9)","(282, 91, 20)"
"(236, 211, 1)","(121, 231, 11)","(240, 115, 18)"
"(210, 148, 2)","(84, 166, 17)","(208, 135, 18)"
"(268, 139, -2)","(116, 145, 11)","(269, 70, 21)"
"(219, 149, -3)","(90, 162, 15)","(218, 85, 21)"
"(296, 168, 2)","(97, 171, 9)","(282, 104, 20)"
"(268, 174, 0)","(121, 186, 10)","(268, 130, 21)"
"(209, 178, -2)","(92, 186, 16)","(207, 100, 19)"
"(227, 217, 2)","(112, 195, 15)","(218, 125, 17)"
"(241, 177, 0)","(111, 191, 13)","(240, 110, 19)"
"(309, 159, -1)","(110, 162, 6)","(312, 111, 19)"
"(286, 176, 1)","(111, 176, 10)","(274, 101, 16)"
"(226, 168, 2)","(140, 174, 15)","(224, 140, 18)"
"(246, 194, -1)","(86, 211, 12)","(243, 100, 17)"
"(230, 116, 1)","(125, 117, 14)","(229, 115, 26)"
"(230, 177, 1)","(56, 182, 15)","(229, 120, 20)"
"(214, 153, 2)","(138, 159, 16)","(213, 129, 19)"
"(294, 161, 3)","(92, 161, 7)","(293, 155, 20)"
"(187, 128, 0)","(102, 136, 18)","(181, 117, 20)"
"(204, 207, 2)","(140, 201, 17)","(202, 146, 16)"
"(237, 185, -1)","(96, 195, 15)","(231, 100, 20)"
"(288, 174, 2)","(111, 191, 9)","(290, 144, 20)"
"(213, 136, -3)","(85, 140, 16)","(212, 90, 21)"
"(295, 168, 0)","(92, 158, 8)","(296, 122, 18)"
"(219, 153, 0)","(78, 177, 15)","(216, 83, 19)"
"(214, 161, 1)","(131, 163, 17)","(212, 131, 21)"
"(223, 192, 0)","(123, 201, 15)","(222, 129, 19)"
"(261, 157, -4)","(93, 175, 12)","(253, 84, 19)"
"(196, 193, 1)","(139, 198, 17)","(194, 124, 18)"
"(249, 159, 1)","(128, 150, 13)","(249, 115, 19)"
"(276, 155, 1)","(129, 161, 10)","(277, 120, 21)"
"(287, 164, 2)","(120, 175, 9)","(288, 143, 19)"
"(229, 201, 1)","(128, 205, 15)","(227, 129, 18)"
"(249, 127, -2)","(91, 149, 12)","(248, 87, 21)"
"(280, 154, 2)","(95, 168, 10)","(278, 114, 20)"
"(212, 176, 0)","(114, 182, 16)","(210, 119, 19)"
"(303, 143, 1)","(134, 153, 7)","(305, 131, 21)"
"(260, 120, 5)","(181, 123, 12)","(260, 178, 25)"
"(280, 187, -1)","(117, 195, 9)","(281, 112, 18)"
"(219, 161, 0)","(72, 168, 16)","(218, 79, 17)"
"(210, 150, 1)","(97, 156, 17)","(207, 95, 20)"
"(308, 178, 2)","(105, 190, 7)","(308, 151, 16)"
"(300, 174, -1)","(91, 178, 7)","(292, 82, 20)"
"(306, 168, 0)","(128, 173, 7)","(308, 131, 20)"
"(198, 178, 2)","(120, 170, 17)","(196, 129, 18)"
"(295, 160, 2)","(85, 162, 8)","(296, 101, 20)"
"(314, 150, -1)","(75, 166, 7)","(316, 110, 20)"
"(209, 160, 1)","(69, 162, 16)","(208, 120, 20)"
"(230, 167, 1)","(91, 159, 15)","(229, 122, 21)"
"(221, 145, 1)","(136, 151, 15)","(221, 131, 21)"
"(207, 206, 2)","(121, 168, 16)","(218, 117, 18)"
"(204, 156, 0)","(128, 167, 17)","(206, 125, 20)"
"(215, 139, 0)","(94, 116, 16)","(213, 117, 22)"
"(204, 168, 0)","(124, 179, 17)","(201, 119, 20)"
"(209, 167, 1)","(126, 168, 17)","(208, 136, 21)"
"(304, 187, 2)","(134, 192, 8)","(306, 143, 19)"
"(223, 176, 2)","(149, 180, 16)","(220, 139, 18)"
"(232, 191, 1)","(119, 174, 14)","(231, 118, 18)"
"(193, 154, 0)","(98, 156, 18)","(190, 92, 19)"
"(214, 184, 0)","(132, 188, 16)","(212, 125, 19)"
"(231, 172, -3)","(99, 185, 14)","(231, 88, 19)"
"(296, 178, 0)","(93, 215, 7)","(298, 105, 16)"
"(273, 149, 0)","(119, 156, 10)","(274, 87, 21)"
"(223, 183, 0)","(88, 189, 15)","(222, 111, 17)"
"(287, 186, -1)","(105, 194, 8)","(301, 89, 19)"
"(230, 177, 2)","(48, 183, 15)","(229, 129, 17)"
"(224, 178, -2)","(104, 182, 15)","(221, 99, 19)"
"(222, 168, -2)","(96, 174, 15)","(216, 92, 21)"
"(202, 158, 1)","(119, 155, 17)","(188, 100, 19)"
"(258, 185, 0)","(79, 175, 11)","(258, 112, 18)"
"(273, 197, 2)","(89, 213, 10)","(273, 97, 17)"
"(219, 145, -5)","(45, 139, 16)","(217, 56, 21)"
"(309, 152, 1)","(126, 163, 6)","(312, 124, 18)"
"(212, 170, 1)","(141, 182, 16)","(210, 135, 21)"
"(287, 143, -1)","(105, 133, 8)","(289, 105, 21)"
"(303, 195, -2)","(84, 204, 7)","(311, 94, 19)"
"(327, 184, 0)","(115, 186, 5)","(331, 119, 17)"
"(240, 135, 0)","(112, 141, 13)","(240, 114, 21)"
"(218, 192, 0)","(106, 203, 16)","(217, 129, 18)"
"(217, 194, 1)","(127, 199, 15)","(215, 130, 18)"
"(313, 178, 0)","(117, 189, 6)","(315, 131, 19)"
"(300, 164, -1)","(117, 166, 8)","(302, 99, 21)"
"(209, 196, 2)","(122, 197, 16)","(206, 110, 18)"
"(194, 190, 1)","(118, 187, 18)","(192, 126, 17)"
"(236, 166, -1)","(65, 150, 16)","(236, 81, 19)"
"(283, 167, 0)","(94, 168, 8)","(285, 86, 20)"
"(229, 159, 0)","(126, 165, 14)","(228, 120, 19)"
"(305, 161, -1)","(120, 164, 7)","(307, 119, 21)"
"(303, 183, 1)","(88, 183, 8)","(305, 110, 18)"
"(293, 156, 1)","(122, 166, 8)","(295, 127, 21)"
"(228, 136, 3)","(125, 136, 14)","(227, 102, 20)"
"(234, 196, 0)","(115, 206, 14)","(234, 95, 20)"
"(290, 191, 1)","(128, 202, 8)","(292, 110, 19)"
"(248, 140, 2)","(143, 155, 13)","(243, 140, 21)"
"(236, 184, 2)","(128, 178, 14)","(234, 124, 18)"
"(295, 164, 2)","(114, 154, 8)","(299, 125, 17)"
"(220, 168, -1)","(129, 166, 15)","(219, 127, 20)"
"(239, 148, -1)","(116, 162, 13)","(239, 97, 20)"
"(252, 154, -2)","(110, 170, 10)","(251, 101, 21)"
"(259, 127, -2)","(97, 135, 11)","(259, 82, 21)"
"(237, 183, 1)","(113, 197, 13)","(237, 133, 19)"
"(280, 169, 1)","(118, 173, 9)","(289, 112, 20)"
"(272, 166, 1)","(83, 150, 10)","(271, 109, 20)"
"(208, 190, 2)","(98, 186, 15)","(204, 119, 18)"
"(298, 147, 1)","(92, 150, 8)","(295, 91, 20)"
"(269, 168, 1)","(110, 168, 11)","(267, 99, 18)"
"(214, 199, 0)","(134, 211, 17)","(213, 126, 20)"
"(236, 142, -1)","(146, 152, 14)","(234, 108, 20)"
"(299, 165, -3)","(89, 165, 7)","(306, 91, 19)"
"(197, 169, 2)","(122, 162, 17)","(213, 130, 21)"
"(211, 145, -1)","(109, 156, 16)","(209, 109, 21)"
"(243, 157, -1)","(68, 157, 13)","(233, 97, 20)"
"(238, 178, 0)","(90, 185, 14)","(237, 97, 19)"
"(228, 148, -2)","(40, 149, 15)","(227, 83, 20)"
"(269, 217, 0)","(107, 191, 10)","(251, 110, 20)"
"(257, 191, 0)","(123, 212, 12)","(258, 112, 16)"
"(219, 150, -1)","(113, 158, 16)","(218, 108, 21)"
"(197, 169, 1)","(136, 160, 17)","(195, 100, 20)"
"(214, 155, 0)","(76, 160, 15)","(212, 115, 20)"
"(237, 174, 0)","(82, 172, 15)","(216, 116, 19)"
"(207, 173, 0)","(128, 179, 16)","(205, 121, 21)"
"(212, 167, 2)","(128, 177, 16)","(210, 134, 18)"
"(218, 178, 3)","(112, 163, 18)","(207, 123, 19)"
"(261, 139, 0)","(96, 150, 10)","(262, 110, 22)"
"(211, 130, 0)","(125, 134, 14)","(206, 129, 21)"
"(310, 159, 2)","(92, 163, 6)","(312, 128, 19)"
"(271, 129, 0)","(90, 171, 10)","(275, 83, 20)"
"(233, 131, -1)","(103, 146, 14)","(232, 111, 21)"
"(259, 132, -3)","(96, 140, 12)","(259, 61, 21)"
"(304, 190, 4)","(114, 194, 7)","(310, 111, 18)"
"(217, 154, -1)","(132, 157, 15)","(216, 113, 21)"
"(305, 186, -2)","(100, 195, 7)","(308, 101, 19)"
"(225, 174, -2)","(101, 182, 15)","(224, 88, 19)"
"(242, 173, -1)","(90, 166, 13)","(265, 75, 20)"
"(284, 139, 0)","(80, 158, 10)","(285, 95, 23)"
"(307, 155, 0)","(105, 159, 7)","(309, 127, 18)"
"(212, 166, -2)","(121, 172, 15)","(210, 107, 21)"
"(302, 157, -2)","(113, 164, 6)","(304, 106, 20)"
"(292, 167, -1)","(116, 174, 8)","(294, 110, 20)"
"(296, 165, 1)","(93, 166, 8)","(300, 85, 19)"
"(302, 169, 2)","(154, 173, 7)","(304, 137, 20)"
"(290, 214, 1)","(87, 219, 8)","(290, 95, 17)"
"(215, 142, 2)","(128, 130, 16)","(209, 132, 19)"
"(216, 179, 2)","(142, 186, 16)","(214, 142, 19)"
"(222, 140, 2)","(129, 140, 15)","(217, 136, 22)"
"(199, 195, 1)","(169, 206, 18)","(197, 145, 18)"
"(288, 152, 2)","(47, 176, 9)","(290, 110, 20)"
"(226, 117, 0)","(110, 125, 15)","(225, 134, 21)"
"(218, 172, 1)","(129, 180, 15)","(216, 139, 18)"
"(286, 191, 1)","(119, 196, 9)","(287, 93, 20)"
"(228, 205, 2)","(95, 209, 15)","(216, 89, 17)"
"(297, 165, -2)","(95, 177, 8)","(299, 102, 20)"
"(256, 146, 0)","(77, 150, 10)","(252, 45, 22)"
"(200, 181, 1)","(126, 192, 17)","(198, 130, 19)"
"(215, 176, 1)","(138, 183, 16)","(214, 128, 20)"
"(222, 162, 0)","(98, 165, 15)","(209, 113, 20)"
"(217, 152, 0)","(125, 160, 16)","(215, 114, 20)"
"(222, 159, -1)","(81, 171, 15)","(221, 110, 20)"
"(225, 139, 0)","(114, 146, 15)","(224, 118, 20)"
"(280, 172, 1)","(145, 175, 10)","(281, 127, 19)"
"(294, 109, 0)","(120, 109, 8)","(296, 116, 23)"
"(293, 176, -1)","(125, 179, 8)","(290, 116, 20)"
"(205, 194, 0)","(92, 199, 17)","(203, 83, 18)"
"(285, 145, 0)","(120, 146, 9)","(286, 121, 19)"
"(194, 171, 1)","(127, 169, 18)","(190, 132, 18)"
"(252, 179, -1)","(59, 181, 12)","(252, 55, 20)"
"(207, 153, 1)","(107, 148, 17)","(205, 139, 18)"
"(288, 143, 1)","(78, 143, 9)","(288, 127, 20)"
"(213, 185, 0)","(109, 183, 16)","(209, 104, 19)"
"(206, 174, 3)","(117, 189, 17)","(203, 116, 19)"
"(215, 189, 1)","(92, 196, 16)","(209, 90, 18)"
"(268, 189, 1)","(74, 196, 11)","(231, 109, 15)"
"(294, 168, 1)","(142, 177, 9)","(288, 100, 19)"
"(203, 188, 1)","(72, 188, 16)","(205, 86, 18)"
"(232, 180, 2)","(98, 159, 14)","(225, 98, 19)"
"(201, 173, 2)","(108, 176, 17)","(194, 118, 20)"
"(209, 160, 1)","(141, 161, 17)","(207, 123, 20)"
"(260, 160, 0)","(84, 177, 11)","(268, 112, 21)"
"(287, 174, -1)","(125, 181, 9)","(289, 110, 21)"
"(216, 179, 3)","(137, 181, 16)","(211, 141, 18)"
"(215, 155, 1)","(128, 154, 16)","(215, 127, 20)"
"(217, 132, 1)","(70, 133, 15)","(213, 70, 23)"
"(214, 179, -1)","(124, 188, 17)","(178, 124, 19)"
"(275, 162, -1)","(102, 171, 10)","(277, 104, 19)"
"(203, 169, 0)","(120, 176, 18)","(198, 116, 20)"
"(201, 169, 2)","(101, 169, 18)","(199, 88, 20)"
"(204, 156, 1)","(122, 151, 17)","(201, 118, 22)"
"(219, 201, -1)","(110, 208, 15)","(219, 119, 20)"
"(294, 194, 1)","(107, 205, 7)","(312, 110, 19)"
"(288, 134, 0)","(107, 138, 8)","(283, 105, 22)"
"(322, 170, 2)","(144, 172, 6)","(321, 135, 20)"
"(237, 163, 1)","(107, 166, 15)","(218, 114, 20)"
"(224, 181, 1)","(108, 184, 15)","(223, 97, 19)"
"(219, 196, 0)","(110, 206, 15)","(218, 111, 19)"
"(227, 174, -1)","(91, 180, 14)","(227, 81, 20)"
"(220, 187, 2)","(84, 197, 16)","(213, 83, 19)"
"(221, 167, -1)","(115, 174, 15)","(224, 109, 20)"
"(209, 159, 1)","(121, 164, 17)","(207, 103, 18)"
"(282, 199, 0)","(83, 199, 9)","(298, 112, 18)"
"(307, 140, -3)","(94, 148, 7)","(305, 98, 22)"
"(223, 210, 0)","(118, 209, 15)","(222, 102, 17)"
"(265, 149, -1)","(110, 131, 12)","(253, 100, 21)"
"(303, 141, -2)","(107, 148, 7)","(305, 80, 21)"
"(271, 201, 3)","(95, 182, 9)","(265, 83, 16)"
"(211, 138, 3)","(114, 146, 16)","(209, 140, 20)"
"(197, 157, 0)","(94, 167, 17)","(196, 99, 19)"
"(220, 176, 2)","(125, 185, 15)","(218, 132, 20)"
"(210, 177, 1)","(98, 183, 16)","(209, 91, 19)"
"(243, 163, -1)","(114, 167, 12)","(246, 99, 21)"
"(208, 167, 1)","(116, 177, 16)","(207, 127, 19)"
"(211, 198, 0)","(125, 206, 16)","(209, 124, 19)"
"(209, 181, 3)","(124, 187, 17)","(208, 111, 17)"
"(213, 199, 2)","(109, 197, 16)","(201, 93, 17)"
"(215, 181, 3)","(112, 183, 15)","(211, 105, 18)"
"(278, 146, 4)","(108, 129, 10)","(285, 152, 19)"
"(296, 127, 0)","(96, 133, 8)","(299, 117, 23)"
"(233, 160, 0)","(89, 165, 15)","(226, 103, 19)"
"(224, 162, 1)","(112, 166, 15)","(222, 122, 20)"
"(237, 170, 0)","(119, 176, 14)","(236, 123, 21)"
"(250, 152, 0)","(101, 148, 13)","(249, 114, 21)"
"(227, 170, -2)","(84, 170, 15)","(226, 99, 20)"
"(285, 179, 1)","(143, 183, 9)","(286, 120, 20)"
"(298, 168, 0)","(128, 177, 8)","(300, 127, 20)"
"(214, 179, 1)","(104, 179, 16)","(212, 130, 19)"
"(211, 158, 2)","(93, 165, 15)","(212, 125, 20)"
"(293, 167, 2)","(131, 176, 8)","(295, 127, 20)"
"(227, 186, 1)","(128, 187, 15)","(228, 141, 20)"
"(292, 169, 0)","(132, 173, 8)","(294, 129, 20)"
"(199, 156, -1)","(66, 156, 16)","(212, 94, 20)"
"(296, 188, 0)","(106, 212, 8)","(298, 132, 18)"
"(205, 153, -1)","(124, 153, 17)","(202, 124, 23)"
"(204, 146, 3)","(102, 144, 18)","(192, 98, 20)"
"(242, 157, -2)","(84, 163, 14)","(241, 101, 20)"
"(213, 141, -1)","(129, 138, 16)","(212, 112, 20)"
"(297, 171, 0)","(128, 179, 7)","(298, 116, 19)"
"(287, 155, -1)","(101, 170, 9)","(288, 115, 21)"
"(288, 134, 1)","(94, 128, 8)","(301, 106, 21)"
"(231, 178, -1)","(104, 176, 12)","(250, 111, 18)"
"(309, 138, 1)","(66, 150, 7)","(311, 91, 20)"
"(208, 164, 2)","(140, 174, 17)","(205, 133, 20)"
"(300, 165, -1)","(128, 166, 8)","(298, 110, 21)"
"(191, 154, 1)","(145, 167, 17)","(188, 113, 19)"
"(307, 149, 1)","(132, 153, 7)","(309, 137, 21)"
"(278, 166, 1)","(136, 167, 10)","(279, 129, 20)"
"(314, 158, -1)","(105, 166, 6)","(316, 94, 20)"
"(285, 119, 1)","(109, 116, 9)","(287, 130, 22)"
"(299, 184, -1)","(113, 193, 7)","(300, 98, 20)"
"(322, 177, 2)","(119, 179, 6)","(324, 147, 20)"
"(258, 175, -1)","(98, 178, 10)","(254, 87, 19)"
"(306, 173, 1)","(70, 195, 7)","(308, 123, 17)"
"(197, 150, -1)","(60, 166, 18)","(194, 79, 17)"
"(211, 171, 1)","(103, 182, 17)","(210, 121, 21)"
"(239, 190, 1)","(114, 179, 14)","(239, 127, 18)"
"(208, 138, -1)","(89, 146, 16)","(206, 100, 18)"
"(206, 191, 0)","(80, 192, 15)","(203, 109, 19)"
"(235, 145, 0)","(96, 148, 14)","(242, 104, 20)"
"(217, 142, 0)","(74, 145, 15)","(214, 93, 20)"
"(207, 138, 0)","(141, 148, 17)","(205, 123, 21)"
