coronal,sagittal,transversal
"(326, 176, 21)","(332, 167, 5)","(329, 338, 19)"
"(187, 186, 21)","(337, 180, 18)","(184, 332, 17)"
"(326, 287, 28)","(361, 283, 5)","(328, 414, 10)"
"(321, 238, 24)","(362, 236, 6)","(339, 378, 13)"
"(332, 223, 21)","(345, 209, 5)","(336, 354, 16)"
"(191, 269, 26)","(322, 269, 18)","(188, 363, 11)"
"(283, 184, 30)","(339, 174, 8)","(284, 390, 17)"
"(283, 231, 26)","(341, 228, 8)","(291, 382, 12)"
"(306, 279, 25)","(375, 268, 7)","(309, 392, 12)"
"(300, 268, 26)","(406, 268, 8)","(302, 402, 11)"
"(281, 226, 28)","(400, 225, 9)","(276, 403, 14)"
"(176, 268, 24)","(362, 259, 19)","(173, 373, 9)"
"(168, 162, 22)","(327, 154, 20)","(163, 336, 20)"
"(187, 176, 22)","(329, 166, 20)","(183, 354, 19)"
"(330, 253, 21)","(344, 251, 6)","(361, 334, 10)"
"(309, 232, 26)","(385, 218, 7)","(311, 402, 13)"
"(340, 187, 22)","(344, 176, 3)","(344, 342, 14)"
"(178, 203, 24)","(311, 193, 19)","(178, 358, 17)"
"(153, 230, 24)","(299, 228, 21)","(150, 340, 13)"
"(256, 184, 28)","(398, 183, 12)","(264, 398, 20)"
"(292, 284, 19)","(311, 274, 8)","(294, 344, 7)"
"(171, 159, 21)","(333, 131, 20)","(173, 354, 22)"
"(237, 177, 19)","(244, 185, 15)","(226, 259, 20)"
"(277, 255, 22)","(329, 247, 9)","(281, 344, 8)"
"(297, 211, 23)","(349, 209, 8)","(298, 362, 14)"
"(181, 238, 25)","(387, 228, 20)","(178, 369, 13)"
"(295, 258, 26)","(400, 257, 8)","(297, 403, 12)"
"(292, 192, 23)","(363, 182, 9)","(295, 365, 19)"
"(306, 209, 25)","(370, 201, 7)","(308, 411, 16)"
"(191, 229, 23)","(378, 233, 18)","(189, 382, 14)"
"(209, 190, 23)","(338, 179, 17)","(207, 375, 19)"
"(197, 193, 24)","(375, 186, 18)","(195, 375, 17)"
"(318, 216, 26)","(368, 211, 6)","(321, 363, 15)"
"(161, 207, 22)","(345, 194, 20)","(157, 328, 16)"
"(164, 209, 22)","(318, 205, 20)","(158, 342, 16)"
"(141, 168, 18)","(304, 164, 23)","(136, 307, 19)"
"(174, 190, 24)","(292, 181, 21)","(170, 344, 17)"
"(253, 214, 25)","(377, 200, 12)","(253, 386, 18)"
"(158, 238, 22)","(355, 234, 20)","(154, 360, 13)"
"(300, 383, 19)","(320, 386, 8)","(302, 323, 1)"
"(342, 261, 24)","(382, 254, 3)","(346, 386, 12)"
"(295, 259, 21)","(285, 253, 8)","(296, 325, 10)"
"(324, 266, 26)","(369, 253, 5)","(349, 343, 9)"
"(189, 163, 24)","(362, 145, 18)","(186, 385, 17)"
"(212, 230, 26)","(332, 222, 17)","(210, 373, 13)"
"(337, 265, 28)","(407, 262, 3)","(340, 412, 10)"
"(210, 203, 25)","(376, 170, 16)","(208, 404, 17)"
"(228, 293, 24)","(381, 282, 15)","(228, 396, 12)"
"(345, 261, 24)","(356, 245, 3)","(348, 383, 12)"
"(211, 244, 23)","(343, 239, 16)","(209, 381, 14)"
"(212, 156, 20)","(285, 155, 18)","(210, 350, 20)"
"(193, 276, 26)","(382, 259, 18)","(190, 383, 8)"
"(305, 216, 24)","(345, 203, 7)","(312, 357, 14)"
"(190, 214, 24)","(333, 207, 18)","(186, 340, 16)"
"(353, 191, 24)","(306, 191, 2)","(357, 376, 17)"
"(157, 210, 26)","(342, 207, 21)","(149, 365, 16)"
"(310, 180, 24)","(324, 175, 6)","(311, 333, 21)"
"(176, 189, 23)","(346, 189, 19)","(173, 360, 18)"
"(181, 243, 27)","(344, 225, 19)","(177, 416, 10)"
"(322, 311, 25)","(375, 306, 5)","(326, 393, 7)"
"(202, 218, 25)","(333, 219, 17)","(201, 392, 13)"
"(185, 234, 26)","(360, 219, 18)","(182, 373, 15)"
"(302, 94, 17)","(296, 86, 9)","(309, 298, 25)"
"(325, 248, 24)","(371, 242, 5)","(328, 369, 13)"
"(169, 212, 21)","(341, 207, 20)","(165, 353, 13)"
"(181, 244, 24)","(370, 242, 19)","(177, 368, 10)"
"(186, 249, 22)","(358, 241, 19)","(181, 364, 14)"
"(349, 254, 24)","(338, 254, 4)","(354, 332, 13)"
"(183, 272, 27)","(322, 266, 20)","(183, 336, 10)"
"(157, 265, 26)","(395, 251, 21)","(153, 384, 12)"
"(165, 235, 25)","(353, 237, 20)","(169, 387, 13)"
"(341, 263, 27)","(367, 255, 4)","(344, 379, 8)"
"(161, 197, 23)","(368, 187, 21)","(157, 379, 16)"
"(329, 239, 25)","(367, 213, 5)","(331, 384, 15)"
"(297, 217, 22)","(356, 211, 8)","(299, 358, 16)"
"(223, 235, 27)","(356, 227, 15)","(218, 378, 15)"
"(336, 222, 25)","(358, 202, 3)","(341, 393, 15)"
"(313, 226, 25)","(377, 199, 7)","(314, 389, 14)"
"(183, 229, 25)","(390, 224, 18)","(180, 381, 12)"
"(338, 284, 25)","(307, 277, 3)","(341, 366, 9)"
"(177, 234, 27)","(356, 223, 20)","(174, 355, 13)"
"(252, 189, 24)","(374, 180, 12)","(252, 373, 16)"
"(209, 172, 26)","(386, 145, 17)","(207, 399, 17)"
"(321, 218, 24)","(336, 211, 6)","(323, 367, 15)"
"(186, 309, 27)","(390, 265, 19)","(183, 412, 8)"
"(184, 156, 24)","(334, 144, 19)","(181, 377, 18)"
"(193, 163, 23)","(360, 157, 19)","(189, 372, 19)"
"(331, 265, 24)","(370, 269, 3)","(337, 370, 11)"
"(313, 267, 27)","(349, 266, 5)","(310, 378, 12)"
"(254, 168, 22)","(287, 166, 13)","(254, 331, 18)"
"(150, 226, 20)","(312, 232, 20)","(144, 311, 16)"
"(165, 182, 23)","(299, 184, 21)","(161, 356, 15)"
"(201, 215, 23)","(367, 209, 17)","(200, 373, 17)"
"(353, 186, 21)","(316, 181, 3)","(357, 322, 18)"
"(287, 188, 23)","(336, 227, 9)","(288, 363, 16)"
"(334, 219, 27)","(366, 219, 4)","(331, 404, 14)"
"(282, 188, 22)","(361, 183, 9)","(283, 365, 18)"
"(267, 212, 25)","(380, 182, 7)","(282, 372, 18)"
"(298, 245, 24)","(346, 233, 7)","(299, 368, 13)"
"(352, 248, 25)","(381, 246, 3)","(356, 386, 11)"
"(198, 240, 25)","(401, 235, 18)","(196, 399, 15)"
"(171, 258, 22)","(361, 254, 20)","(167, 355, 12)"
"(179, 332, 23)","(366, 327, 19)","(177, 357, 3)"
"(272, 314, 26)","(390, 302, 10)","(276, 385, 7)"
"(345, 303, 28)","(409, 299, 3)","(349, 423, 7)"
"(348, 259, 26)","(358, 254, 2)","(354, 379, 12)"
"(301, 173, 24)","(362, 166, 8)","(302, 378, 18)"
"(215, 233, 23)","(365, 231, 15)","(214, 375, 11)"
"(210, 243, 22)","(355, 241, 17)","(207, 360, 13)"
"(198, 153, 20)","(337, 145, 18)","(191, 340, 21)"
"(310, 177, 22)","(372, 167, 7)","(312, 362, 16)"
"(203, 119, 23)","(332, 120, 17)","(200, 366, 23)"
"(304, 227, 28)","(367, 227, 7)","(306, 398, 11)"
"(313, 266, 25)","(353, 265, 7)","(308, 380, 12)"
"(310, 185, 28)","(404, 175, 7)","(313, 423, 17)"
"(345, 297, 25)","(347, 293, 2)","(346, 388, 4)"
"(330, 205, 23)","(362, 203, 4)","(333, 355, 15)"
"(341, 268, 26)","(374, 265, 3)","(347, 382, 13)"
"(167, 236, 26)","(328, 233, 20)","(163, 384, 12)"
"(161, 245, 24)","(368, 223, 22)","(157, 379, 10)"
"(326, 201, 23)","(347, 181, 5)","(333, 352, 16)"
"(309, 273, 28)","(372, 267, 6)","(319, 392, 8)"
"(187, 277, 22)","(369, 271, 19)","(184, 352, 13)"
"(160, 204, 21)","(352, 195, 21)","(159, 357, 17)"
"(291, 191, 25)","(368, 178, 8)","(291, 372, 19)"
"(223, 239, 29)","(400, 226, 16)","(206, 372, 14)"
"(179, 256, 24)","(378, 237, 20)","(176, 385, 10)"
"(178, 264, 24)","(373, 259, 20)","(174, 389, 12)"
"(299, 243, 25)","(362, 228, 8)","(300, 383, 12)"
"(198, 242, 24)","(377, 238, 18)","(196, 386, 11)"
"(182, 284, 25)","(386, 268, 19)","(178, 403, 8)"
"(323, 230, 26)","(384, 224, 5)","(326, 389, 14)"
"(170, 238, 15)","(286, 244, 21)","(165, 279, 12)"
"(225, 250, 22)","(347, 247, 15)","(224, 351, 12)"
"(237, 189, 23)","(373, 188, 14)","(237, 375, 18)"
"(307, 230, 22)","(362, 224, 7)","(309, 362, 16)"
"(153, 261, 25)","(402, 249, 22)","(148, 395, 11)"
"(350, 181, 22)","(358, 180, 3)","(354, 362, 18)"
"(221, 250, 21)","(344, 247, 16)","(220, 352, 12)"
"(314, 244, 25)","(376, 249, 6)","(330, 370, 14)"
"(218, 199, 24)","(285, 183, 16)","(216, 374, 15)"
"(304, 276, 27)","(345, 273, 8)","(319, 373, 11)"
"(328, 167, 24)","(385, 165, 5)","(352, 371, 20)"
"(287, 194, 23)","(363, 190, 9)","(288, 344, 17)"
"(229, 254, 20)","(338, 248, 15)","(229, 336, 14)"
"(331, 157, 23)","(363, 152, 3)","(341, 350, 21)"
"(168, 266, 26)","(360, 264, 19)","(179, 376, 10)"
"(202, 217, 23)","(386, 204, 17)","(199, 348, 14)"
"(189, 157, 23)","(340, 138, 18)","(186, 362, 20)"
"(211, 226, 22)","(362, 217, 16)","(209, 359, 16)"
"(338, 268, 23)","(361, 276, 4)","(342, 354, 11)"
"(322, 266, 24)","(377, 258, 6)","(326, 380, 9)"
"(181, 175, 21)","(345, 178, 19)","(180, 349, 21)"
"(188, 302, 26)","(384, 299, 18)","(185, 391, 6)"
"(351, 295, 24)","(381, 289, 3)","(355, 379, 9)"
"(344, 259, 26)","(386, 238, 3)","(348, 379, 7)"
"(172, 266, 27)","(419, 253, 20)","(168, 410, 6)"
"(294, 270, 21)","(316, 262, 7)","(268, 322, 12)"
"(196, 266, 27)","(382, 265, 18)","(194, 380, 12)"
"(194, 209, 28)","(370, 182, 21)","(192, 398, 16)"
"(297, 282, 22)","(332, 281, 7)","(299, 334, 9)"
"(356, 168, 21)","(357, 164, 2)","(361, 334, 20)"
"(203, 203, 23)","(360, 199, 17)","(201, 364, 16)"
"(331, 186, 21)","(312, 165, 5)","(334, 347, 18)"
"(202, 251, 26)","(371, 247, 17)","(200, 357, 10)"
"(172, 263, 23)","(364, 253, 20)","(169, 348, 14)"
"(295, 266, 27)","(336, 262, 8)","(294, 385, 12)"
"(148, 325, 26)","(396, 288, 22)","(143, 385, 5)"
"(314, 213, 26)","(371, 211, 6)","(307, 379, 16)"
"(236, 217, 22)","(353, 220, 14)","(233, 357, 15)"
"(194, 158, 23)","(363, 154, 18)","(192, 360, 19)"
"(293, 175, 23)","(335, 169, 8)","(295, 372, 19)"
"(277, 175, 24)","(333, 170, 8)","(294, 358, 19)"
"(242, 238, 26)","(428, 225, 13)","(241, 378, 14)"
"(325, 218, 25)","(376, 197, 5)","(328, 366, 14)"
"(169, 161, 23)","(342, 156, 20)","(166, 374, 21)"
"(218, 237, 25)","(345, 213, 15)","(213, 375, 13)"
"(239, 202, 26)","(346, 198, 13)","(236, 377, 17)"
"(301, 256, 28)","(392, 257, 7)","(300, 393, 11)"
"(196, 194, 21)","(340, 180, 18)","(194, 344, 19)"
"(309, 239, 26)","(371, 227, 6)","(320, 398, 13)"
"(351, 211, 22)","(348, 201, 3)","(356, 348, 16)"
"(300, 213, 24)","(367, 207, 8)","(300, 381, 16)"
"(301, 259, 25)","(387, 248, 8)","(303, 366, 13)"
"(323, 187, 24)","(334, 178, 5)","(327, 366, 18)"
"(214, 129, 21)","(306, 127, 17)","(192, 348, 23)"
"(187, 223, 22)","(359, 218, 18)","(184, 361, 17)"
"(327, 218, 29)","(363, 214, 5)","(327, 424, 13)"
"(178, 267, 22)","(348, 260, 19)","(175, 360, 10)"
"(192, 179, 20)","(333, 161, 18)","(190, 330, 20)"
"(212, 283, 25)","(393, 267, 16)","(210, 396, 10)"
"(348, 309, 27)","(400, 300, 3)","(352, 404, 4)"
"(298, 251, 23)","(331, 254, 8)","(308, 325, 11)"
"(320, 197, 25)","(371, 176, 6)","(317, 382, 16)"
"(334, 220, 22)","(343, 215, 4)","(339, 350, 16)"
"(332, 300, 26)","(357, 299, 4)","(336, 380, 9)"
"(232, 173, 22)","(365, 167, 14)","(231, 364, 21)"
"(207, 195, 23)","(360, 189, 15)","(205, 360, 18)"
"(318, 292, 27)","(350, 279, 6)","(351, 354, 10)"
"(198, 232, 28)","(401, 220, 17)","(207, 405, 15)"
"(193, 254, 25)","(342, 249, 17)","(190, 364, 10)"
"(340, 182, 23)","(326, 177, 3)","(349, 345, 16)"
"(259, 210, 19)","(335, 207, 12)","(259, 306, 14)"
"(343, 266, 28)","(403, 254, 3)","(340, 399, 14)"
"(172, 270, 25)","(402, 262, 20)","(164, 394, 12)"
"(372, 308, 25)","(397, 298, 0)","(377, 406, 9)"
"(219, 173, 23)","(346, 177, 15)","(218, 339, 19)"
"(333, 288, 24)","(347, 282, 4)","(341, 364, 7)"
"(298, 228, 26)","(367, 209, 8)","(300, 384, 15)"
"(151, 226, 21)","(331, 223, 22)","(148, 336, 12)"
"(314, 227, 28)","(346, 220, 6)","(317, 381, 13)"
"(163, 167, 23)","(357, 160, 21)","(160, 369, 20)"
"(329, 258, 26)","(368, 258, 5)","(331, 392, 11)"
"(168, 249, 25)","(382, 246, 21)","(165, 395, 15)"
"(182, 281, 26)","(392, 276, 19)","(179, 390, 8)"
"(185, 182, 22)","(383, 173, 19)","(182, 370, 18)"
"(361, 263, 27)","(304, 281, 0)","(366, 381, 10)"
"(315, 237, 23)","(371, 222, 6)","(317, 382, 11)"
"(305, 197, 24)","(367, 170, 6)","(307, 386, 18)"
"(175, 157, 24)","(333, 148, 20)","(171, 373, 21)"
"(320, 193, 25)","(391, 175, 5)","(315, 388, 18)"
"(144, 159, 20)","(322, 153, 23)","(140, 348, 16)"
"(172, 295, 24)","(383, 286, 20)","(169, 396, 7)"
"(196, 170, 21)","(328, 163, 18)","(194, 342, 20)"
"(292, 212, 26)","(351, 210, 8)","(301, 373, 11)"
"(203, 256, 26)","(380, 246, 18)","(189, 378, 14)"
"(177, 280, 23)","(364, 279, 19)","(174, 363, 9)"
"(339, 247, 23)","(360, 243, 5)","(342, 386, 14)"
"(328, 278, 23)","(369, 271, 5)","(331, 351, 11)"
"(190, 259, 26)","(407, 241, 19)","(188, 405, 11)"
"(141, 299, 27)","(432, 296, 23)","(137, 395, 5)"
"(313, 208, 23)","(374, 197, 6)","(312, 375, 18)"
"(259, 242, 24)","(370, 242, 11)","(259, 379, 10)"
"(256, 176, 19)","(313, 189, 12)","(253, 322, 19)"
"(216, 247, 20)","(330, 229, 16)","(215, 344, 13)"
"(363, 219, 23)","(333, 209, 1)","(367, 375, 15)"
"(321, 168, 22)","(335, 162, 5)","(324, 344, 21)"
"(204, 252, 26)","(352, 219, 17)","(197, 361, 13)"
"(167, 315, 17)","(287, 315, 20)","(163, 295, 8)"
"(340, 195, 22)","(339, 191, 3)","(343, 357, 17)"
"(156, 302, 27)","(383, 293, 21)","(152, 406, 7)"
"(369, 218, 23)","(330, 208, 1)","(374, 357, 12)"
"(201, 227, 21)","(347, 221, 17)","(199, 356, 16)"
"(198, 268, 25)","(374, 257, 17)","(196, 395, 10)"
"(272, 161, 26)","(370, 159, 10)","(273, 385, 21)"
"(321, 294, 21)","(312, 295, 6)","(318, 341, 9)"
"(300, 182, 25)","(356, 183, 7)","(306, 358, 18)"
"(213, 202, 26)","(373, 195, 16)","(208, 386, 17)"
"(292, 201, 23)","(355, 193, 8)","(294, 375, 16)"
"(315, 205, 25)","(382, 189, 6)","(318, 384, 17)"
"(293, 264, 25)","(384, 265, 9)","(294, 395, 13)"
"(321, 270, 22)","(357, 256, 5)","(309, 359, 14)"
"(198, 160, 21)","(334, 143, 17)","(196, 338, 23)"
"(196, 223, 24)","(372, 217, 18)","(194, 391, 18)"
"(172, 195, 20)","(320, 187, 20)","(171, 326, 18)"
"(172, 258, 24)","(383, 226, 18)","(168, 374, 12)"
"(166, 249, 24)","(323, 238, 22)","(158, 331, 15)"
"(222, 252, 19)","(335, 249, 15)","(221, 336, 13)"
"(352, 263, 27)","(359, 262, 2)","(340, 371, 11)"
"(211, 210, 23)","(360, 191, 16)","(209, 351, 17)"
"(196, 194, 21)","(334, 191, 18)","(194, 327, 19)"
"(173, 257, 24)","(355, 260, 19)","(170, 370, 14)"
"(210, 313, 26)","(381, 309, 16)","(208, 390, 11)"
"(197, 178, 25)","(351, 168, 18)","(195, 380, 15)"
"(200, 169, 26)","(355, 168, 18)","(196, 371, 19)"
"(313, 238, 25)","(367, 227, 6)","(319, 386, 12)"
"(170, 250, 25)","(363, 246, 19)","(168, 371, 10)"
"(190, 266, 23)","(357, 258, 18)","(188, 367, 12)"
"(344, 260, 23)","(382, 245, 3)","(347, 373, 12)"
"(182, 300, 24)","(388, 273, 18)","(190, 387, 12)"
"(310, 220, 23)","(352, 213, 7)","(313, 373, 15)"
"(207, 236, 23)","(376, 222, 16)","(206, 368, 15)"
"(347, 263, 24)","(386, 252, 3)","(351, 375, 13)"
"(210, 247, 25)","(388, 237, 16)","(209, 389, 13)"
"(177, 195, 24)","(334, 193, 19)","(164, 334, 17)"
"(180, 266, 26)","(389, 243, 19)","(177, 394, 9)"
"(167, 284, 24)","(401, 270, 20)","(164, 379, 8)"
"(316, 166, 26)","(396, 138, 5)","(321, 364, 15)"
"(191, 248, 22)","(346, 243, 18)","(188, 356, 14)"
"(211, 236, 23)","(359, 226, 17)","(200, 363, 16)"
"(287, 294, 25)","(385, 287, 9)","(289, 384, 11)"
"(358, 172, 22)","(325, 171, 2)","(362, 356, 14)"
"(307, 258, 21)","(300, 252, 6)","(299, 333, 15)"
"(192, 253, 25)","(342, 247, 17)","(189, 359, 12)"
"(211, 224, 25)","(381, 223, 16)","(209, 387, 17)"
"(181, 178, 23)","(374, 178, 19)","(177, 383, 20)"
"(350, 146, 23)","(365, 144, 2)","(354, 371, 21)"
"(211, 234, 23)","(328, 228, 16)","(214, 347, 13)"
"(295, 167, 24)","(333, 144, 8)","(307, 352, 18)"
"(341, 227, 27)","(339, 210, 4)","(344, 367, 12)"
"(306, 227, 29)","(419, 206, 7)","(305, 415, 16)"
"(346, 157, 24)","(356, 149, 3)","(347, 348, 19)"
"(161, 197, 23)","(359, 188, 22)","(157, 358, 17)"
"(181, 215, 25)","(395, 204, 18)","(177, 363, 12)"
"(330, 288, 24)","(372, 285, 5)","(333, 378, 8)"
"(232, 242, 21)","(406, 224, 15)","(231, 382, 12)"
"(341, 216, 24)","(276, 218, 2)","(342, 370, 16)"
"(221, 98, 20)","(281, 92, 16)","(218, 309, 24)"
"(339, 288, 25)","(343, 275, 3)","(339, 347, 16)"
"(328, 220, 23)","(317, 214, 4)","(339, 366, 15)"
"(199, 190, 23)","(347, 165, 18)","(231, 356, 17)"
"(218, 242, 21)","(340, 232, 16)","(216, 352, 12)"
"(252, 318, 24)","(337, 305, 12)","(252, 367, 6)"
"(290, 211, 25)","(371, 199, 8)","(310, 391, 18)"
"(180, 303, 22)","(398, 288, 19)","(173, 384, 8)"
"(194, 148, 22)","(328, 145, 19)","(191, 335, 21)"
"(304, 249, 22)","(340, 242, 7)","(306, 347, 12)"
"(168, 276, 27)","(313, 277, 19)","(162, 381, 11)"
"(300, 250, 25)","(369, 242, 8)","(301, 384, 12)"
"(185, 313, 21)","(341, 311, 19)","(162, 333, 8)"
"(355, 264, 26)","(402, 253, 3)","(359, 403, 9)"
"(203, 263, 24)","(389, 216, 17)","(201, 390, 10)"
"(184, 251, 28)","(368, 246, 18)","(181, 351, 12)"
"(316, 245, 23)","(380, 239, 6)","(319, 372, 14)"
"(278, 202, 21)","(300, 194, 10)","(279, 347, 17)"
"(242, 225, 25)","(378, 210, 14)","(242, 399, 14)"
"(339, 291, 24)","(315, 287, 3)","(360, 339, 10)"
"(260, 278, 22)","(326, 262, 12)","(260, 330, 8)"
"(169, 178, 22)","(334, 173, 21)","(164, 337, 19)"
"(177, 248, 26)","(375, 242, 20)","(174, 407, 12)"
"(297, 196, 19)","(338, 192, 7)","(300, 341, 17)"
"(241, 122, 18)","(296, 119, 14)","(242, 281, 22)"
"(196, 142, 24)","(381, 112, 18)","(194, 356, 18)"
"(190, 296, 23)","(365, 300, 18)","(187, 373, 9)"
"(293, 244, 25)","(380, 239, 9)","(312, 388, 14)"
"(304, 276, 25)","(340, 276, 6)","(306, 395, 11)"
"(201, 183, 24)","(380, 179, 18)","(199, 368, 19)"
"(170, 295, 23)","(373, 282, 21)","(167, 357, 10)"
"(328, 216, 24)","(332, 217, 4)","(330, 349, 19)"
"(146, 253, 22)","(352, 250, 23)","(141, 365, 11)"
"(348, 181, 21)","(351, 164, 3)","(352, 367, 18)"
"(212, 177, 24)","(370, 168, 16)","(210, 380, 18)"
"(192, 213, 26)","(329, 175, 18)","(188, 338, 14)"
"(327, 171, 21)","(334, 168, 5)","(331, 349, 20)"
"(176, 296, 23)","(342, 292, 20)","(173, 360, 9)"
"(306, 245, 27)","(381, 247, 6)","(317, 395, 12)"
"(309, 244, 29)","(392, 231, 6)","(312, 406, 12)"
"(172, 210, 22)","(353, 206, 20)","(169, 361, 15)"
"(331, 255, 26)","(392, 238, 4)","(334, 399, 10)"
"(212, 191, 26)","(349, 189, 15)","(210, 363, 17)"
"(331, 304, 23)","(322, 295, 5)","(335, 358, 7)"
"(327, 139, 22)","(358, 136, 5)","(330, 367, 24)"
"(146, 190, 22)","(349, 188, 23)","(141, 357, 18)"
"(347, 334, 23)","(339, 320, 4)","(349, 368, 5)"
"(158, 197, 22)","(355, 187, 22)","(154, 368, 16)"
"(165, 331, 25)","(370, 303, 21)","(161, 384, 7)"
"(318, 250, 25)","(309, 220, 6)","(320, 381, 10)"
"(162, 270, 29)","(370, 260, 21)","(158, 386, 11)"
"(282, 206, 22)","(338, 206, 9)","(311, 344, 15)"
"(190, 219, 24)","(395, 204, 18)","(187, 389, 15)"
"(314, 275, 26)","(402, 249, 6)","(317, 407, 13)"
"(293, 210, 24)","(368, 207, 9)","(295, 391, 16)"
"(289, 175, 21)","(344, 170, 9)","(290, 339, 20)"
"(173, 264, 28)","(359, 258, 20)","(169, 382, 10)"
"(276, 250, 26)","(403, 238, 10)","(277, 388, 12)"
"(352, 176, 21)","(307, 165, 3)","(357, 342, 17)"
"(146, 245, 21)","(308, 246, 21)","(150, 338, 13)"
"(342, 234, 21)","(349, 229, 4)","(345, 346, 18)"
"(340, 273, 23)","(388, 253, 4)","(344, 379, 11)"
"(299, 227, 25)","(395, 215, 8)","(301, 400, 13)"
"(158, 329, 22)","(349, 330, 22)","(153, 363, 8)"
"(315, 188, 28)","(369, 174, 6)","(317, 393, 17)"
"(280, 170, 27)","(402, 163, 9)","(281, 411, 18)"
"(313, 233, 26)","(358, 215, 6)","(316, 361, 12)"
"(340, 185, 20)","(317, 181, 3)","(344, 330, 18)"
"(347, 254, 24)","(380, 252, 3)","(351, 358, 10)"
"(316, 189, 22)","(344, 167, 7)","(317, 371, 18)"
"(231, 226, 24)","(334, 214, 13)","(231, 364, 15)"
"(340, 176, 23)","(306, 170, 3)","(344, 369, 17)"
"(345, 234, 26)","(397, 221, 3)","(348, 398, 13)"
"(172, 184, 24)","(334, 161, 20)","(168, 357, 17)"
"(295, 219, 23)","(383, 199, 8)","(299, 381, 15)"
"(146, 248, 23)","(286, 242, 23)","(141, 352, 11)"
"(303, 270, 25)","(383, 262, 8)","(305, 393, 13)"
"(193, 183, 20)","(357, 184, 19)","(190, 348, 19)"
"(320, 191, 25)","(329, 186, 6)","(322, 374, 15)"
"(304, 277, 27)","(396, 252, 8)","(311, 406, 10)"
"(185, 221, 23)","(302, 212, 19)","(182, 340, 14)"
"(328, 175, 23)","(379, 173, 5)","(331, 374, 18)"
"(329, 220, 26)","(365, 195, 5)","(334, 398, 16)"
"(307, 226, 26)","(381, 236, 6)","(314, 388, 16)"
"(203, 169, 22)","(336, 171, 17)","(201, 348, 21)"
"(303, 210, 25)","(385, 207, 8)","(305, 395, 16)"
"(248, 224, 24)","(364, 206, 13)","(247, 381, 15)"
"(174, 262, 26)","(383, 239, 20)","(171, 411, 11)"
"(332, 219, 23)","(332, 211, 4)","(335, 355, 15)"
"(339, 210, 24)","(367, 196, 4)","(342, 378, 13)"
"(157, 272, 22)","(353, 274, 22)","(170, 360, 9)"
"(195, 177, 21)","(347, 175, 18)","(193, 360, 19)"
"(314, 270, 23)","(342, 249, 6)","(323, 369, 11)"
"(223, 233, 23)","(304, 234, 15)","(232, 344, 14)"
"(338, 197, 23)","(326, 171, 4)","(342, 368, 17)"
"(315, 244, 26)","(314, 230, 6)","(318, 372, 12)"
